IdLog,IdLogTypeFK,IdUtilizadorFK,DataHorario
6607,9,2445,31/12/2025 20:49:30
6608,5,5765,15/3/2023 11:49:50
6609,10,10092,8/3/2022 19:11:59
6610,11,7799,19/7/2023 00:31:39
6611,7,18683,2/12/2023 00:18:56
6612,9,4067,7/12/2022 22:50:01
6613,7,11687,3/11/2022 07:08:46
6614,4,3079,25/2/2024 06:25:27
6615,1,1891,29/6/2022 03:51:54
6616,6,15014,12/5/2024 22:38:56
6617,8,6467,1/1/2024 11:57:53
6618,11,11937,4/10/2023 06:18:45
6619,10,2787,17/5/2025 13:53:47
6620,3,19591,23/4/2022 22:15:09
6621,10,4293,18/1/2023 09:22:32
6622,7,17597,30/5/2023 23:17:34
6623,2,6682,28/10/2024 02:05:46
6624,10,8616,4/4/2024 06:25:19
6625,5,11486,4/3/2022 01:01:26
6626,7,7613,26/11/2022 04:00:42
6627,9,5479,20/1/2023 17:29:18
6628,1,8503,6/5/2023 01:32:33
6629,9,12657,27/8/2025 08:10:16
6630,1,12655,22/1/2022 23:57:24
6631,4,4260,9/6/2024 17:08:14
6632,5,18754,15/6/2022 10:40:28
6633,8,7304,13/1/2024 18:27:33
6634,8,5300,21/3/2023 13:00:55
6635,10,18934,30/9/2024 19:59:10
6636,6,11200,13/11/2022 12:23:54
6637,10,4160,30/1/2024 09:32:59
6638,5,8753,24/6/2023 16:26:20
6639,1,396,28/5/2023 02:11:59
6640,6,12907,27/7/2024 01:51:47
6641,3,13096,15/6/2023 18:09:55
6642,11,2352,5/6/2022 05:42:27
6643,1,10111,31/3/2024 16:32:00
6644,1,15354,5/6/2023 10:50:05
6645,6,15964,17/10/2025 01:07:19
6646,4,4720,10/5/2025 07:04:02
6647,6,13837,23/10/2022 15:08:33
6648,8,8144,16/3/2022 10:49:01
6649,4,17395,26/11/2025 11:26:13
6650,7,14388,11/9/2022 17:34:10
6651,9,9764,2/8/2024 11:11:34
6652,5,16166,15/6/2022 21:39:42
6653,1,17128,21/3/2024 11:31:48
6654,4,12365,28/6/2023 18:54:25
6655,9,6449,22/9/2024 15:58:10
6656,2,11136,30/7/2023 22:00:29
6657,4,9240,1/5/2025 17:33:38
6658,5,5046,10/6/2024 11:11:09
6659,6,15832,21/11/2025 00:59:22
6660,10,19056,9/11/2024 02:35:54
6661,2,17743,11/2/2025 14:47:38
6662,10,6066,14/3/2025 16:21:05
6663,2,3031,18/2/2024 21:03:17
6664,8,17399,28/10/2025 15:44:36
6665,5,565,6/4/2025 07:44:16
6666,5,316,8/11/2023 05:00:20
6667,7,317,27/8/2023 16:14:54
6668,11,12090,7/10/2025 07:43:07
6669,9,17377,9/3/2024 19:34:07
6670,3,19039,7/2/2023 16:13:08
6671,4,10119,13/8/2025 01:37:17
6672,6,17181,23/6/2025 13:10:32
6673,2,7513,29/7/2025 04:54:20
6674,6,10638,30/8/2022 06:29:05
6675,6,14863,4/9/2025 11:58:34
6676,3,7739,12/2/2024 04:04:52
6677,10,1792,4/5/2024 11:18:22
6678,8,1281,30/12/2022 14:50:47
6679,9,6673,16/3/2025 01:49:39
6680,7,8148,19/1/2025 20:04:36
6681,7,4227,6/1/2022 14:34:12
6682,5,15180,20/11/2024 20:56:22
6683,4,4896,16/6/2024 10:21:13
6684,5,19260,3/12/2022 06:31:18
6685,1,14159,29/10/2023 22:24:28
6686,7,8966,24/8/2025 18:27:53
6687,10,3394,3/11/2023 06:01:46
6688,11,14241,22/2/2022 04:17:46
6689,8,17726,9/8/2025 07:37:30
6690,3,6364,6/10/2022 04:19:41
6691,10,15867,9/11/2025 00:39:31
6692,8,160,11/10/2022 04:15:32
6693,11,4112,6/7/2022 02:37:34
6694,8,5747,12/1/2024 03:30:24
6695,6,5828,20/10/2024 18:08:59
6696,11,15183,29/10/2024 07:38:34
6697,4,17170,20/7/2025 01:51:33
6698,6,47,29/1/2024 16:34:11
6699,4,12965,16/12/2024 06:16:48
6700,2,3832,27/4/2023 02:48:07
6701,11,5364,17/4/2023 00:31:31
6702,2,4735,7/4/2024 21:24:58
6703,2,9787,17/6/2023 10:23:43
6704,8,19749,9/9/2024 23:00:16
6705,7,9884,8/11/2022 22:10:26
6706,3,18962,29/7/2023 22:49:20
6707,4,12356,25/1/2022 13:27:38
6708,7,5271,16/11/2024 12:33:38
6709,5,14486,4/11/2022 03:00:45
6710,1,159,11/1/2024 17:11:11
6711,9,8408,10/10/2024 19:22:33
6712,6,13580,14/6/2024 18:14:56
6713,9,14794,4/1/2025 12:12:38
6714,11,4511,9/1/2024 07:02:23
6715,1,5937,15/6/2025 22:01:19
6716,10,6570,31/5/2024 01:44:01
6717,1,14243,19/9/2025 20:42:27
6718,9,2569,27/9/2024 00:10:24
6719,11,12080,30/4/2022 19:54:32
6720,11,14968,12/12/2024 04:41:04
6721,7,3830,23/7/2022 01:09:11
6722,5,8032,23/8/2024 07:28:25
6723,9,15028,30/7/2023 11:09:13
6724,2,12674,9/10/2024 13:10:15
6725,3,2874,2/8/2023 05:39:59
6726,7,13263,29/9/2025 04:14:48
6727,11,7913,14/2/2025 09:04:59
6728,3,10571,1/10/2022 13:44:50
6729,9,16117,25/4/2023 18:46:38
6730,10,4287,15/4/2022 09:44:44
6731,5,3146,26/3/2022 14:09:01
6732,1,1292,21/4/2024 17:09:29
6733,2,8853,7/8/2023 18:34:54
6734,10,3625,21/8/2022 01:50:01
6735,4,653,11/7/2022 00:20:58
6736,1,11742,8/8/2024 05:11:46
6737,1,8605,25/5/2022 08:00:04
6738,7,19510,9/3/2022 00:55:13
6739,9,1877,14/12/2023 20:47:18
6740,1,10334,29/1/2023 06:27:24
6741,6,6708,17/5/2024 00:15:52
6742,10,238,9/1/2024 02:49:44
6743,10,11286,6/11/2024 03:58:49
6744,9,8421,28/12/2023 23:29:32
6745,3,12916,11/8/2025 08:20:55
6746,2,10667,25/4/2023 17:29:11
6747,1,12977,20/12/2023 14:06:07
6748,10,11032,17/5/2024 04:17:35
6749,3,16530,20/12/2024 05:22:39
6750,2,7752,9/5/2025 02:44:23
6751,8,11251,31/8/2023 13:47:18
6752,7,7506,2/2/2023 17:43:22
6753,10,18649,27/8/2025 07:44:10
6754,3,11936,13/11/2025 04:05:01
6755,10,15055,31/8/2023 04:52:44
6756,3,8457,10/6/2025 00:24:20
6757,5,9000,12/2/2022 06:42:51
6758,8,16241,29/9/2023 10:54:45
6759,9,12464,12/8/2023 19:46:13
6760,1,1936,3/3/2025 01:55:21
6761,3,14512,14/9/2023 19:43:10
6762,8,1274,1/8/2025 14:04:37
6763,5,15561,24/2/2023 01:30:35
6764,9,12933,15/2/2022 16:22:26
6765,4,12324,5/12/2024 21:17:44
6766,7,6272,28/10/2022 02:57:59
6767,2,11908,8/12/2022 08:35:45
6768,6,4165,4/4/2025 21:54:13
6769,7,14568,1/9/2024 08:00:18
6770,8,16397,29/5/2025 16:47:46
6771,2,17855,25/12/2024 17:26:15
6772,11,1078,10/2/2025 00:53:04
6773,11,8928,19/11/2025 08:50:11
6774,8,10910,19/7/2024 02:11:41
6775,8,17408,23/6/2025 02:11:14
6776,6,12206,22/7/2025 20:49:46
6777,8,7952,12/12/2024 04:11:55
6778,6,5249,28/1/2022 15:05:33
6779,6,753,31/7/2025 22:47:40
6780,6,9829,20/12/2022 06:30:33
6781,7,13116,4/7/2023 08:53:49
6782,11,18791,7/8/2024 21:29:59
6783,7,5794,4/2/2025 06:33:41
6784,6,12769,21/10/2022 21:06:06
6785,3,18442,15/2/2023 23:14:55
6786,1,3383,22/4/2025 05:58:27
6787,3,6492,10/12/2023 17:04:45
6788,2,4238,30/3/2022 00:08:56
6789,1,2376,4/3/2022 02:42:32
6790,4,5577,24/7/2025 21:58:21
6791,10,14686,6/8/2024 21:44:35
6792,9,18097,16/5/2022 00:48:59
6793,3,3089,25/11/2022 06:40:01
6794,11,10273,15/10/2023 07:15:22
6795,4,2117,22/10/2022 21:16:37
6796,10,3252,10/11/2025 19:24:10
6797,5,14929,29/7/2023 12:51:06
6798,11,6264,10/9/2025 05:48:35
6799,6,13229,28/12/2025 13:34:05
6800,3,11059,6/10/2024 01:25:00
6801,9,13741,25/6/2024 07:53:23
6802,2,7168,7/5/2023 11:22:05
6803,5,17094,31/5/2025 02:47:52
6804,6,12547,30/11/2023 10:58:33
6805,10,17484,28/9/2024 22:37:26
6806,3,2604,24/6/2024 18:05:36
6807,7,7539,11/3/2022 12:25:50
6808,9,5599,29/8/2023 19:21:25
6809,5,5783,30/4/2022 20:32:36
6810,6,9667,7/4/2024 03:59:11
6811,7,1681,19/5/2025 20:17:00
6812,3,8971,9/2/2025 16:54:17
6813,2,11108,12/9/2022 15:28:25
6814,9,11905,19/6/2024 06:39:20
6815,7,3416,24/5/2023 00:33:44
6816,7,1716,10/4/2025 02:50:08
6817,1,2333,29/5/2023 04:37:49
6818,8,8973,20/4/2022 03:13:16
6819,10,5681,8/8/2024 04:00:36
6820,9,2220,27/2/2024 06:53:50
6821,5,6513,20/9/2025 06:12:32
6822,11,4943,25/11/2024 23:23:38
6823,6,17853,30/1/2025 17:53:19
6824,8,14650,6/7/2022 10:31:32
6825,9,9599,4/8/2024 14:52:16
6826,6,5751,30/6/2023 19:12:34
6827,6,18748,5/1/2024 11:49:43
6828,5,6198,13/5/2024 03:31:40
6829,1,6324,9/1/2025 18:29:31
6830,8,11098,1/5/2022 18:39:39
6831,11,17935,3/1/2022 07:01:56
6832,5,4130,13/11/2024 09:32:14
6833,5,3579,25/8/2023 10:12:07
6834,4,8873,3/3/2023 11:09:46
6835,5,5094,17/7/2025 10:50:35
6836,9,2007,29/5/2025 10:19:53
6837,1,7036,11/9/2024 04:38:22
6838,4,4421,20/8/2025 16:13:27
6839,5,7150,18/3/2024 19:54:46
6840,6,8496,31/5/2023 17:27:51
6841,4,103,5/5/2024 15:59:36
6842,11,1104,17/7/2025 18:11:10
6843,4,6572,13/11/2025 15:42:14
6844,3,17923,17/7/2025 13:27:07
6845,7,10825,14/1/2024 07:43:54
6846,10,10640,17/3/2024 19:00:55
6847,11,11316,7/8/2023 10:01:36
6848,8,5569,14/11/2024 19:47:24
6849,3,7836,3/10/2023 03:14:38
6850,11,19608,15/8/2022 07:25:30
6851,4,7558,27/11/2022 14:45:53
6852,1,12260,11/8/2023 14:29:16
6853,4,19035,6/12/2025 15:32:49
6854,3,7068,12/2/2024 15:44:37
6855,1,8519,8/2/2025 00:24:43
6856,5,18186,3/7/2024 07:11:28
6857,4,353,13/1/2025 08:45:57
6858,9,3573,19/6/2023 23:28:53
6859,1,9156,28/2/2022 16:33:02
6860,8,4400,17/10/2022 10:44:50
6861,11,8546,15/8/2025 05:45:19
6862,9,5550,8/11/2025 13:28:08
6863,9,1598,19/2/2022 12:16:12
6864,11,511,4/4/2024 10:51:15
6865,11,13506,12/3/2025 06:40:12
6866,5,9122,15/6/2023 08:25:04
6867,3,6253,1/7/2025 16:42:12
6868,3,3359,29/7/2025 10:24:30
6869,9,19984,10/12/2025 13:09:47
6870,2,18586,14/11/2023 15:27:41
6871,1,18689,7/3/2025 19:25:44
6872,6,15538,17/4/2024 08:16:24
6873,5,3925,12/10/2022 08:47:54
6874,10,18153,23/12/2023 17:33:44
6875,9,14422,11/2/2024 12:42:35
6876,7,490,14/8/2022 01:34:15
6877,1,4270,30/1/2023 21:10:36
6878,4,793,25/6/2022 18:43:41
6879,1,3896,20/8/2022 03:57:08
6880,10,12829,30/3/2024 18:42:03
6881,3,7773,12/9/2024 17:18:36
6882,6,9378,22/3/2024 21:52:40
6883,2,4305,29/6/2024 13:05:36
6884,8,2646,1/1/2023 01:59:34
6885,6,18446,29/8/2024 17:47:15
6886,7,14916,19/10/2025 04:05:39
6887,2,17161,15/3/2023 19:48:53
6888,4,17979,8/6/2023 01:10:29
6889,3,19984,20/7/2025 20:50:45
6890,11,13868,13/9/2023 09:42:33
6891,9,10527,22/1/2024 14:46:24
6892,5,17439,4/7/2022 11:07:54
6893,4,10880,5/5/2023 17:18:18
6894,4,3318,28/3/2025 22:09:49
6895,11,13495,4/5/2025 14:21:39
6896,1,18755,6/10/2024 20:27:15
6897,2,11891,28/10/2025 09:45:25
6898,4,12836,4/10/2022 22:11:41
6899,9,6126,17/12/2022 20:29:16
6900,3,6246,9/4/2022 03:35:09
6901,3,16830,25/11/2024 02:03:29
6902,4,6458,8/6/2023 04:58:27
6903,11,5294,16/3/2024 10:45:20
6904,1,15484,9/12/2024 15:00:40
6905,4,8402,14/10/2024 14:14:22
6906,7,8956,6/3/2023 12:26:25
6907,8,16583,11/5/2025 22:52:57
6908,9,14991,25/3/2025 22:10:05
6909,9,5690,13/4/2025 18:20:22
6910,11,7020,27/11/2023 02:17:40
6911,11,5447,24/4/2025 13:07:56
6912,8,11488,28/8/2025 20:23:51
6913,2,2639,15/7/2025 07:47:39
6914,5,11398,27/12/2024 14:13:43
6915,10,8472,2/7/2025 14:56:56
6916,11,17942,12/2/2024 09:11:40
6917,2,18102,15/6/2022 16:15:20
6918,5,4313,2/5/2025 15:52:35
6919,1,13363,11/1/2023 13:27:31
6920,10,3552,20/2/2025 08:02:50
6921,7,17746,11/7/2023 23:46:15
6922,6,19704,22/12/2022 18:04:02
6923,2,6465,2/8/2025 03:22:08
6924,2,8163,6/9/2023 04:49:52
6925,6,6028,4/11/2022 00:05:20
6926,10,14350,4/2/2022 19:18:31
6927,4,12253,1/3/2022 09:10:24
6928,6,14087,24/11/2025 18:49:51
6929,1,15464,8/12/2024 11:47:33
6930,2,4423,6/10/2022 05:29:33
6931,4,14498,12/12/2023 02:45:40
6932,1,18289,18/4/2024 01:35:34
6933,5,3041,20/1/2023 09:24:44
6934,2,16971,22/7/2023 09:42:16
6935,3,11279,12/3/2025 17:34:35
6936,1,14602,27/11/2025 14:55:00
6937,8,4999,5/3/2023 10:59:51
6938,1,14307,23/9/2024 14:16:45
6939,1,13048,24/6/2024 21:35:38
6940,10,4145,30/9/2022 11:08:59
6941,11,15697,23/5/2022 12:45:13
6942,1,16502,21/4/2024 04:01:14
6943,5,18248,14/7/2024 16:53:15
6944,4,10656,2/8/2024 03:27:11
6945,3,11664,7/8/2024 00:34:49
6946,7,5936,20/4/2024 20:52:24
6947,3,12209,12/12/2024 00:07:23
6948,8,12215,25/12/2022 05:46:41
6949,11,4077,6/11/2023 16:50:15
6950,8,3140,14/10/2023 03:32:04
6951,7,18995,5/7/2024 04:12:52
6952,10,16186,18/8/2023 21:12:35
6953,4,8262,4/7/2024 15:07:57
6954,11,15560,26/10/2023 06:01:40
6955,5,10304,26/12/2023 04:57:02
6956,10,6780,10/3/2023 03:40:50
6957,1,12504,19/11/2022 12:30:53
6958,8,12977,25/3/2023 14:03:41
6959,4,12622,14/10/2024 13:42:51
6960,4,12552,2/4/2023 17:31:32
6961,4,8417,26/9/2022 00:50:34
6962,8,15353,21/11/2024 04:04:01
6963,5,9734,9/12/2022 22:20:44
6964,6,19629,27/11/2022 06:55:36
6965,10,16163,8/9/2024 06:44:07
6966,7,8012,6/4/2025 17:10:31
6967,4,14811,13/4/2025 08:10:21
6968,5,19208,29/6/2024 15:27:58
6969,9,17007,8/8/2025 10:06:01
6970,6,11618,25/2/2024 18:10:49
6971,8,3338,22/7/2022 04:04:05
6972,5,19838,29/6/2024 22:18:06
6973,9,4535,4/4/2022 00:21:53
6974,7,8547,11/8/2023 19:58:46
6975,8,13424,6/5/2022 16:49:09
6976,9,2973,1/5/2025 10:10:14
6977,5,1865,1/10/2024 03:53:51
6978,8,1797,28/11/2022 10:53:34
6979,6,7737,23/5/2025 00:12:48
6980,2,1055,23/10/2024 22:38:15
6981,7,14268,23/3/2024 04:04:46
6982,6,7372,25/12/2024 03:32:33
6983,10,12519,5/11/2022 04:06:04
6984,3,6869,19/8/2024 13:31:31
6985,9,5278,15/4/2023 22:49:28
6986,6,894,27/2/2024 13:29:55
6987,5,9919,11/2/2025 02:55:07
6988,4,13955,8/4/2024 04:41:31
6989,4,18568,8/1/2024 00:09:41
6990,11,6001,18/5/2023 13:29:18
6991,9,16290,7/10/2024 20:23:38
6992,7,11030,14/5/2022 10:20:28
6993,9,13283,1/6/2022 10:26:52
6994,2,18943,29/7/2025 23:28:39
6995,11,18410,15/10/2022 12:20:38
6996,4,6305,23/3/2024 21:08:38
6997,1,11229,23/6/2022 12:14:35
6998,5,9752,8/3/2025 13:39:21
6999,7,10167,23/5/2025 09:52:19
7000,11,1233,12/7/2025 23:38:05
7001,2,15222,28/6/2025 14:28:40
7002,5,53,23/10/2025 07:07:08
7003,1,18818,17/2/2025 15:07:38
7004,9,12273,3/2/2025 14:21:33
7005,1,14479,8/4/2024 06:09:12
7006,4,2195,14/5/2023 21:53:01
7007,11,12896,6/11/2024 02:08:30
7008,11,18372,23/2/2023 10:31:39
7009,5,17741,26/11/2023 05:48:26
7010,5,11918,2/9/2025 13:24:43
7011,11,15416,16/6/2024 17:24:37
7012,1,8160,30/3/2025 23:02:37
7013,7,425,1/10/2025 11:15:34
7014,9,1942,26/8/2025 19:13:48
7015,3,16844,13/12/2025 10:35:26
7016,5,1980,4/7/2022 18:18:22
7017,9,11937,21/9/2025 13:18:18
7018,9,6265,10/7/2024 01:20:21
7019,11,16076,14/1/2022 02:38:11
7020,1,5218,16/5/2022 15:13:04
7021,11,4591,13/10/2025 09:54:01
7022,2,14010,5/6/2025 16:46:50
7023,10,19176,16/11/2024 09:07:47
7024,6,13009,20/6/2025 22:25:53
7025,7,6436,28/11/2022 02:18:53
7026,6,19994,28/4/2024 00:05:18
7027,1,3864,11/8/2025 01:41:42
7028,1,19195,13/7/2024 01:35:26
7029,9,18940,30/12/2022 17:11:44
7030,6,19207,9/2/2025 16:06:16
7031,9,263,20/5/2025 22:09:35
7032,3,6157,11/9/2024 20:29:25
7033,7,9513,6/1/2022 17:01:38
7034,5,5615,10/10/2023 04:43:47
7035,5,8501,29/8/2023 10:35:47
7036,6,14182,4/10/2024 18:57:06
7037,5,16191,20/8/2024 05:07:03
7038,11,7927,1/7/2023 07:43:23
7039,1,14528,7/6/2023 00:52:52
7040,11,6824,19/4/2025 08:28:08
7041,8,16073,4/12/2023 23:47:32
7042,7,13688,7/1/2025 05:17:06
7043,6,6486,11/7/2022 12:15:08
7044,4,12079,4/2/2022 09:37:21
7045,7,17413,16/3/2025 08:49:17
7046,11,1430,31/12/2024 12:22:55
7047,5,19818,17/10/2022 15:41:50
7048,1,257,19/2/2025 17:18:18
7049,10,8683,18/1/2024 19:48:44
7050,8,16527,20/2/2024 10:54:39
7051,4,19489,13/11/2022 12:09:40
7052,11,16691,30/11/2024 12:18:23
7053,9,1783,30/5/2023 02:17:54
7054,3,3177,9/2/2023 06:03:26
7055,3,9004,11/4/2024 00:38:37
7056,3,4774,14/2/2025 07:22:50
7057,8,17453,28/2/2022 16:08:02
7058,5,3459,18/9/2024 11:28:11
7059,5,15613,15/12/2022 11:56:12
7060,5,13601,24/4/2025 01:36:29
7061,7,10680,10/10/2024 13:23:42
7062,1,9716,3/12/2025 08:33:33
7063,3,10999,9/5/2022 18:18:24
7064,6,16478,15/12/2022 23:12:57
7065,2,18522,1/4/2022 05:20:58
7066,4,12740,23/4/2024 09:26:39
7067,11,18758,30/12/2023 03:30:49
7068,1,466,15/2/2022 15:25:21
7069,1,16125,18/3/2024 02:06:28
7070,7,7169,3/6/2022 17:51:52
7071,3,11337,4/4/2023 11:13:28
7072,5,211,5/10/2022 09:22:40
7073,6,17805,9/11/2024 13:00:33
7074,5,17803,18/5/2023 14:54:16
7075,2,8029,18/3/2024 07:26:34
7076,9,12715,20/1/2023 07:09:11
7077,11,18824,12/6/2022 20:31:49
7078,9,12633,1/9/2025 18:00:23
7079,2,9943,10/1/2025 23:13:33
7080,5,2508,27/9/2025 14:32:04
7081,6,1199,31/12/2022 07:27:46
7082,4,4923,28/2/2024 01:03:44
7083,7,9755,26/8/2025 01:48:40
7084,3,671,26/3/2023 09:51:23
7085,8,3187,30/7/2023 13:22:22
7086,11,14271,5/7/2022 14:18:07
7087,4,7672,26/2/2022 05:18:33
7088,11,12265,20/8/2024 08:43:57
7089,10,18611,11/2/2022 13:02:39
7090,1,9410,28/9/2022 05:22:43
7091,1,5363,15/3/2022 16:59:38
7092,4,11739,3/7/2023 08:12:23
7093,4,4109,23/2/2025 02:13:05
7094,2,4453,30/7/2025 20:44:30
7095,5,19630,24/8/2024 10:28:36
7096,10,10329,12/3/2025 16:14:44
7097,9,12134,24/2/2024 08:44:56
7098,1,9507,15/4/2022 11:13:39
7099,3,13498,30/7/2023 13:18:05
7100,10,2583,12/3/2022 15:35:42
7101,10,2530,18/6/2022 04:56:09
7102,3,1282,22/6/2025 03:38:27
7103,1,6820,16/11/2023 01:46:44
7104,1,8656,26/3/2023 06:06:46
7105,5,14628,4/9/2024 22:02:42
7106,8,13114,8/2/2024 19:47:23
7107,10,11394,21/8/2023 06:36:59
7108,9,7475,23/10/2022 12:26:35
7109,7,17027,12/4/2024 17:49:09
7110,7,4936,6/10/2022 12:35:59
7111,8,15739,20/9/2024 17:25:00
7112,8,10514,12/12/2022 23:19:04
7113,3,14472,9/6/2022 04:42:20
7114,10,7137,7/8/2025 21:24:42
7115,4,3318,22/10/2022 10:33:01
7116,6,11422,22/10/2023 18:21:08
7117,7,17115,13/3/2023 14:30:46
7118,1,11292,1/10/2025 02:45:57
7119,9,10336,28/5/2025 16:33:36
7120,11,7852,22/1/2025 02:35:25
7121,5,14886,3/5/2023 15:49:49
7122,5,19262,17/11/2025 04:16:55
7123,3,3191,14/6/2025 06:18:42
7124,2,18706,12/10/2024 17:11:20
7125,8,7305,6/9/2023 07:20:06
7126,9,6929,6/12/2024 22:45:06
7127,10,899,4/6/2023 17:43:17
7128,10,12792,7/6/2025 12:55:20
7129,6,18774,13/10/2024 06:06:26
7130,1,6213,31/1/2025 12:18:40
7131,5,3004,9/11/2022 21:25:36
7132,10,12939,24/9/2025 00:17:40
7133,2,18061,8/1/2023 04:46:00
7134,6,9020,31/3/2022 03:22:33
7135,11,13033,10/10/2025 04:37:14
7136,6,13844,23/2/2024 15:42:23
7137,10,5450,22/8/2022 23:35:32
7138,10,5336,14/4/2024 23:03:23
7139,9,19234,11/1/2022 06:22:27
7140,1,4676,24/4/2025 06:40:13
7141,2,2561,9/6/2024 16:53:10
7142,5,2952,20/12/2023 11:37:32
7143,2,13346,30/6/2023 18:00:38
7144,10,11328,6/2/2025 09:58:15
7145,8,15770,15/8/2024 22:52:55
7146,1,18244,19/12/2025 04:47:08
7147,4,10327,29/1/2023 19:11:21
7148,9,11837,7/4/2023 23:43:49
7149,1,5066,17/11/2023 13:00:35
7150,5,7531,14/4/2022 07:07:14
7151,4,5123,23/9/2025 12:50:37
7152,2,12758,15/1/2024 10:16:59
7153,7,2779,20/9/2022 05:14:08
7154,10,15069,12/9/2024 04:20:01
7155,2,19422,13/8/2023 20:38:25
7156,11,3052,19/7/2023 15:08:57
7157,9,6095,26/5/2025 08:25:35
7158,2,3396,5/9/2025 19:49:31
7159,6,14667,18/10/2025 15:19:23
7160,7,8759,11/3/2025 22:26:44
7161,3,11235,23/7/2025 18:15:27
7162,8,4045,1/11/2024 18:51:53
7163,3,1964,24/5/2025 04:35:46
7164,5,19151,22/1/2022 00:59:17
7165,8,8206,7/2/2022 21:08:56
7166,11,15027,1/11/2022 06:54:17
7167,5,13259,28/8/2022 11:08:57
7168,8,13308,18/7/2024 18:34:05
7169,7,5891,17/4/2023 08:12:29
7170,5,2200,20/12/2023 20:43:03
7171,3,17549,17/7/2023 22:21:26
7172,5,578,11/11/2024 06:47:34
7173,6,8416,17/3/2022 11:14:00
7174,11,14660,23/2/2023 09:59:35
7175,11,16661,14/11/2025 03:50:36
7176,1,6906,9/11/2025 00:49:12
7177,6,19927,29/1/2022 19:14:48
7178,10,15162,3/2/2025 14:04:51
7179,8,10,4/4/2025 06:15:38
7180,10,13453,25/2/2024 09:03:18
7181,2,19898,12/12/2022 03:45:10
7182,3,15318,10/4/2024 05:57:31
7183,7,3816,30/7/2025 14:34:53
7184,3,19907,27/7/2022 22:39:27
7185,5,7989,9/5/2024 18:22:35
7186,8,19594,17/6/2025 17:32:59
7187,2,19873,26/1/2023 16:40:38
7188,2,7163,9/3/2025 14:48:57
7189,2,10105,10/5/2023 16:59:31
7190,1,10109,11/3/2023 11:51:27
7191,9,1531,26/10/2025 03:11:05
7192,5,5094,16/12/2023 13:09:29
7193,3,633,14/5/2022 20:36:05
7194,4,4163,16/10/2022 21:34:49
7195,4,6219,10/2/2022 08:13:57
7196,2,12327,9/4/2025 07:52:46
7197,11,9767,8/3/2022 23:30:24
7198,7,15422,27/2/2022 23:52:16
7199,2,6925,9/7/2023 23:24:13
7200,10,8774,9/11/2022 19:52:02
7201,8,15694,25/9/2024 15:32:43
7202,1,15122,2/3/2022 07:42:54
7203,2,4577,5/5/2024 17:39:27
7204,6,15500,28/9/2023 01:59:14
7205,6,2567,14/7/2022 07:23:33
7206,4,1558,25/4/2023 10:50:02
7207,8,12624,20/4/2025 23:21:22
7208,9,13400,7/4/2023 18:29:26
7209,7,15410,22/8/2022 06:10:12
7210,4,18475,22/3/2025 14:54:46
7211,7,8763,26/12/2023 10:05:51
7212,4,8595,8/1/2022 14:16:29
7213,4,651,3/3/2022 17:06:19
7214,5,19116,29/4/2022 10:59:23
7215,8,13563,5/12/2025 13:51:49
7216,11,71,18/1/2022 22:44:58
7217,7,19224,16/7/2023 07:37:50
7218,11,13819,9/8/2023 04:15:15
7219,7,9362,2/11/2023 18:02:07
7220,8,18462,2/8/2024 09:17:30
7221,2,18953,21/1/2024 18:29:16
7222,4,12472,5/10/2022 10:19:59
7223,9,3067,1/12/2022 11:11:40
7224,5,18452,27/10/2025 09:59:21
7225,7,3288,27/5/2024 04:22:33
7226,2,7823,24/9/2022 21:02:03
7227,5,14736,27/1/2024 08:40:24
7228,3,12320,1/1/2025 05:18:39
7229,11,5686,10/4/2022 14:35:30
7230,6,7217,25/11/2024 07:21:08
7231,2,16512,30/7/2024 11:10:23
7232,11,8504,20/2/2023 14:37:21
7233,6,4253,1/8/2023 13:33:58
7234,11,11884,7/12/2025 03:46:16
7235,10,6332,21/9/2024 19:11:41
7236,3,1684,30/11/2025 04:59:59
7237,10,6980,30/6/2024 04:18:02
7238,10,2659,14/9/2025 12:51:43
7239,4,17701,12/12/2022 22:40:18
7240,3,4349,25/8/2025 02:24:24
7241,6,3037,18/1/2023 23:13:23
7242,4,18404,25/10/2022 08:01:16
7243,1,1632,9/4/2024 04:36:29
7244,11,12300,24/2/2025 15:24:14
7245,2,8534,7/1/2023 14:54:32
7246,8,11925,25/9/2023 06:25:31
7247,6,16167,1/5/2024 06:53:46
7248,11,10868,12/2/2025 23:55:26
7249,9,10654,22/10/2025 13:55:38
7250,9,14190,6/6/2024 21:21:04
7251,9,13350,3/10/2024 22:37:03
7252,5,5450,2/5/2024 13:44:02
7253,6,3362,10/2/2022 06:34:32
7254,3,16726,23/4/2025 09:38:56
7255,7,13698,19/2/2023 23:02:04
7256,4,18965,24/8/2025 21:48:13
7257,3,4645,12/5/2024 05:00:44
7258,5,8246,10/6/2023 04:13:00
7259,4,17209,6/11/2022 21:44:41
7260,9,19006,10/6/2025 20:52:41
7261,8,4329,12/4/2022 17:14:55
7262,9,106,19/6/2024 12:35:46
7263,4,14980,18/10/2022 21:16:32
7264,10,1173,30/5/2023 12:18:43
7265,10,12887,22/1/2025 03:13:31
7266,6,17374,6/5/2022 06:58:19
7267,11,2526,3/2/2022 22:32:38
7268,7,8951,29/10/2024 15:54:20
7269,9,13316,19/9/2025 06:12:10
7270,1,5565,16/7/2024 22:52:26
7271,3,17262,1/8/2022 15:06:23
7272,7,4263,22/3/2025 08:15:00
