IdJogoFutebol,IdEquipa1FK,IdEquipa2FK,IDEquipaVencedora,GolosEquipa1,GolosEquipa2,HorarioJogo,Localizacao,Status
313,6084,5054,5054,2,10,23/08/2003,41-kai  5-2-6 Kikusui 3 Jo  Shiroishi Ward  Sapporo  Japan,Finished
314,2216,1631,2216,10,7,16/04/2020,965 1st Ave Apartment 21  Brooklyn  NY 11220  United States,Finished
315,349,3382,349,8,5,06/07/2004,177 North Michigan Ave Apartment 13  Chicago  IL 60611  United States,Finished
316,2572,4661,4661,4,5,29/01/2015,799 Columbia St Apt 35  Brooklyn  NY 11231  United States,Finished
317,3750,643,3750,8,3,26/09/2003,46F  5-19-5 Shinei 4 Jo  Kiyota Ward  Sapporo  Japan,Finished
318,1217,5398,5398,1,4,27/03/2000,38F  104 Tangyuan Street 5th Alley  Airport Road  Baiyun  Guangzhou  China,Finished
319,2643,3904,2643,9,2,10/02/2020,No.8 Main building  864 Stephenson Street  Birmingham  B2 4BL  United Kingdom,Finished
320,5294,6013,6013,3,10,06/06/2009,No.23 Main building  460 Pollen Street  London  W1S 1NG  United Kingdom,Finished
321,244,768,244,8,1,18/01/2020,No.48 building  65 Shennan Ave  Futian District  Shenzhen  China,Finished
322,4927,4969,4969,1,9,31/05/2016,No.6 Main building  582 Hanover Street  London  W1S 1YD  United Kingdom,Finished
323,410,4151,410,10,5,11/10/2013,Block 44  768 Silver St  Newnham  Cambridge  CB3 9EL  United Kingdom,Finished
324,4491,1928,1928,6,7,16/05/2015,411 State Street Suite 6  Albany  NY 12203  United States,Finished
325,787,5722,5722,1,4,31/01/2016,No.2 Main building  706 Elms Rd  Botley  Oxford  OX2 9JS  United Kingdom,Finished
326,5192,6217,6217,5,7,22/10/2006,Unit 35  Oxford Eco Centre  714 Osney Mead  Oxford  OX2 0ES  United Kingdom,Finished
327,5137,6175,6175,3,9,15/12/2001,19F  3-19-10 Shimizu  Kita Ward  Nagoya  Japan,Finished
328,6135,3607,3607,2,10,01/03/2011,435 S Broadway Suite 1  Los Angeles  CA 90015  United States,Finished
329,223,3285,223,4,2,22/06/2015,341 S Broadway Apartment 9  Los Angeles  CA 90015  United States,Finished
330,4045,3936,4045,10,6,29/04/2010,Rm. 4  4-9-3 Kamihigashi  Hirano Ward  Osaka  Japan,Finished
331,788,120,120,2,4,30/01/2018,529 Diplomacy Drive 3rd Floor  Columbus  GA 43228  United States,Finished
332,681,653,681,7,1,29/01/2014,823 Central Avenue 3rd Floor  Albany  NY 12205  United States,Finished
333,4499,5310,5310,4,7,05/04/2013,645 1st Ave 3rd Floor  Brooklyn  NY 11220  United States,Finished
334,3550,250,250,5,6,11/09/2013,No.45 Main building  812 Trafalgar Square  Charing Cross  Liverpool  WC2N 4JJ  United Kingdom,Finished
335,4617,5375,4617,8,5,15/06/2013,711 Tremont Road Apt 44  Columbus  GA 43212  United States,Finished
336,3240,1467,3240,6,4,13/06/2003,Room 36  779 2nd Zhongshan Road  Yuexiu District  Guangzhou  China,Finished
337,5128,2700,2700,1,3,03/11/2020,Block 33  407 49/50 Strand  Charing Cross  Liverpool  WC2N 5LH  United Kingdom,Finished
338,71,4818,71,9,2,18/10/2008,153 Sky Way Suite 47  Los Angeles  CA 90043  United States,Finished
339,4100,4826,4100,10,4,11/09/2019,Flat 9  457 The Pavilion  Lammas Field  Driftway  Cambridge  CB3 9PA  United Kingdom,Finished
340,4113,2326,4113,6,5,16/06/2021,Rm. 43  6 1-1715 Sekohigashi  Moriyama Ward  Nagoya  Japan,Finished
341,4381,2253,2253,7,8,11/09/2014,Block 41  469 Whitehouse Lane  Huntingdon Rd  Cambridge  CB3 0LX  United Kingdom,Finished
342,2448,1699,1699,1,5,25/10/2009,Block 4  820 Volac Park  Grantchester Rd  Cambridge  CB3 9ED  United Kingdom,Finished
343,2056,4014,2056,9,4,02/03/2014,Rm. 45  2-5-19 Chitose  Atsuta Ward  Nagoya  Japan,Finished
344,3610,5277,,2,2,03/01/2013,22-kai  3-15-11 Ginza  Chuo-ku  Tokyo  Japan,Finished
345,2133,4150,4150,5,9,14/01/2005,1F  70 Daxin S Rd  Daxin Shangquan  Tianhe Qu  Zhongshan  China,Finished
346,3638,2491,2491,5,6,16/10/2006,Flat 47  843 The Pavilion  Lammas Field  Driftway  Cambridge  CB3 9PA  United Kingdom,Finished
347,547,3124,3124,3,9,10/04/2016,45F  2-1-15 Tenjinnomori  Nishinari Ward  Osaka  Japan,Finished
348,2271,2899,2271,5,2,02/07/2008,Room 3  CR Building  707 Shennan E Rd  Cai Wu Wei  Luohu District  Shenzhen  China,Finished
349,6146,3086,6146,6,4,27/07/2020,No.18 building  228 Jingtian East 1st St  Futian District  Shenzhen  China,Finished
350,760,3901,760,9,1,24/10/2015,Block 27  849 Trafalgar Square  Charing Cross  Liverpool  WC2N 4JJ  United Kingdom,Finished
351,4777,4482,4777,8,2,18/03/2018,439 Grape Street Apartment 9  Los Angeles  CA 90002  United States,Finished
352,2463,4057,4057,7,9,20/12/2011,133 Columbia St Suite 33  Brooklyn  NY 11231  United States,Finished
353,6220,2236,6220,3,1,29/09/2003,12F  112 Huaxia St  Jinghua Shangquan  Zhongshan  China,Finished
354,2423,3452,2423,5,3,27/03/2014,19-kai  5-4-1 Kikusui 3 Jo  Shiroishi Ward   Sapporo  Japan,Finished
355,4561,5175,4561,9,5,19/09/2022,Room 29  10 Dongtai 5th St  Dongguan  China,Finished
356,4554,3641,3641,8,10,20/02/2004,No.47 Main building  412 The Pavilion  Lammas Field  Driftway  Cambridge  CB3 9PA  United Kingdom,Finished
357,2099,6032,2099,6,5,13/01/2012,Unit 35  Oxford Eco Centre  441 Narborough Rd  Leicester  LE3 2FT  United Kingdom,Finished
358,3213,389,389,4,6,12/03/2002,250 Riverview Road 3rd Floor  Akron  OH 44313  United States,Finished
359,2206,956,,6,6,13/08/2018,732 Pedway Suite 38  Chicago  IL 60601  United States,Finished
360,4811,3139,3139,2,7,12/06/2014,283 1st Ave Suite 34  Brooklyn  NY 11220  United States,Finished
361,4782,5763,,2,2,28/04/2017,718 North Michigan Ave Apt 41  Chicago  IL 60611  United States,Finished
362,5893,5045,5045,1,2,15/04/2004,49F  2-3-13 Yoyogi  Shibuya-ku  Tokyo  Japan,Finished
363,623,5053,,9,9,15/10/2001,No.21 building  645 Shennan E Rd  Cai Wu Wei  Luohu District  Shenzhen  China,Finished
364,4707,6173,,3,3,05/10/2004,43-kai  3-27-9 Higashitanabe  Higashisumiyoshi Ward  Osaka  Japan,Finished
365,4362,3635,3635,3,9,18/11/2006,Flat 22  783 Lower Temple Street  Birmingham  B2 4JD  United Kingdom,Finished
366,3962,4695,4695,4,10,28/11/2018,42-kai  3 4-20 Kawagishicho  Mizuho Ward  Nagoya  Japan,Finished
367,5654,2627,5654,8,4,31/03/2007,Rm. 38  1-7-8 Omido  Higashiosaka  Osaka  Japan,Finished
368,5747,2186,5747,4,1,02/10/2022,931 Central Avenue Apartment 20  Albany  NY 12206  United States,Finished
369,4076,1275,,6,6,05/04/2011,40F  343 Jingtian East 1st St  Futian District  Shenzhen  China,Finished
370,1847,1908,1908,0,4,18/08/2022,31F  2-3-8 Yoyogi  Shibuya-ku  Tokyo  Japan,Finished
371,1420,2166,2166,5,8,17/05/2008,74 Canal Street Suite 1  New York  NY 10013  United States,Finished
372,4155,4744,,5,5,14/11/2008,31F  5-4-5 Kikusui 3 Jo  Shiroishi Ward   Sapporo  Japan,Finished
373,3397,1818,1818,4,6,13/10/2002,Room 36  No. 425  Shuangqing Rd  Chenghua District  Chengdu  China,Finished
374,188,2139,188,1,0,01/04/2018,Rm. 42  1-7-17 Saidaiji Akodacho  Nara  Japan,Finished
375,517,4002,517,5,1,06/04/2001,42F  2-3-3 Yoyogi  Shibuya-ku  Tokyo  Japan,Finished
376,1458,3011,3011,8,9,06/08/2013,254 Bank Street Apt 16  New York  NY 10014  United States,Finished
377,6051,3941,3941,3,9,20/11/2021,No.47 building  94 Tangyuan Street 5th Alley  Airport Road  Baiyun  Guangzhou  China,Finished
378,442,3407,3407,5,8,16/04/2021,75 Fifth Avenue Apt 6  New York  NY 10017  United States,Finished
379,5566,1079,5566,8,0,07/06/2003,676 North Michigan Ave 3rd Floor  Chicago  IL 60611  United States,Finished
380,833,5191,5191,1,6,25/07/2010,608 Columbia St 3rd Floor  Brooklyn  NY 11231  United States,Finished
381,679,1318,679,10,5,19/01/2014,Rm. 15  3-19-9 Shimizu  Kita Ward  Nagoya  Japan,Finished
382,4964,191,191,1,10,05/01/2016,587 Ridgewood Road 3rd Floor  Akron  OH 44321  United States,Finished
383,279,624,279,6,0,03/12/2013,910 Wall Street Apartment 21  Los Angeles  CA 90003  United States,Finished
384,3166,5331,5331,2,10,06/04/2000,42-kai  5-2-13 Kikusui 3 Jo  Shiroishi Ward  Sapporo  Japan,Finished
385,3746,2064,3746,8,4,24/05/2021,15F  4-9-10 Kamihigashi  Hirano Ward  Osaka  Japan,Finished
386,4501,1957,1957,4,9,25/09/2004,299 Alameda Street Apartment 18  Los Angeles  CA 90002  United States,Finished
387,4540,3097,4540,9,4,20/01/2013,637 Rush Street Apartment 3  Chicago  IL 60611  United States,Finished
388,5305,1295,5305,6,1,14/02/2018,30F  1-7-4 Omido  Higashiosaka  Osaka  Japan,Finished
389,3030,967,3030,4,0,27/10/2001,Room 18  CR Building  644 Ganlan Rd  Pudong  Shanghai  China,Finished
390,3330,202,202,1,5,21/08/2001,Unit 8  Oxford Eco Centre  138 Osney Mead  Oxford  OX2 0ES  United Kingdom,Finished
391,2523,4055,,10,10,19/09/2017,797 East Alley 3rd Floor  Columbus  GA 43201  United States,Finished
392,5265,2616,2616,8,9,25/09/2009,Flat 9  49 Hanover Street  London  W1S 1YD  United Kingdom,Finished
393,5494,4359,4359,3,9,26/02/2009,159 East Cooke Road Apt 31  Columbus  GA 43214  United States,Finished
394,2627,3346,2627,9,3,22/10/2014,Block 45  101 Wyngate Dr  Leicester  LE3 0UW  United Kingdom,Finished
395,1042,5987,5987,2,5,19/08/2003,Room 30  493 NO.6  YuShuang Road  ChengHua Distric  Chengdu  China,Finished
396,2720,2957,2957,5,6,28/10/2019,No.32 Main building  313 New Street  Birmingham  B2 4DB  United Kingdom,Finished
397,5404,414,414,1,8,27/04/2014,29-kai  20 3-803 Kusunokiajima  Kita Ward  Nagoya  Japan,Finished
398,785,5055,5055,4,7,22/07/2021,719 Wooster Street Apt 46  New York  NY 10012  United States,Finished
399,4713,4321,4713,2,1,07/07/2015,11F  No. 713  Shuangqing Rd  Chenghua District  Chengdu  China,Finished
400,5424,5800,5800,2,4,08/05/2014,No.37 building  No. 975  Shuangqing Rd  Chenghua District  Chengdu  China,Finished
401,5375,5917,5917,3,4,23/08/2013,Block 47  54 Narborough Rd  Leicester  LE3 2FT  United Kingdom,Finished
402,4132,4573,4132,10,3,12/12/2018,Block 28  401 Osney Mead  Oxford  OX2 0ES  United Kingdom,Finished
403,5794,5217,5217,5,7,09/12/2021,42F  No. 347  Shuangqing Rd  Chenghua District  Chengdu  China,Finished
404,1974,4081,1974,9,6,21/12/2019,Room 30  CR Building  107 NO.6  YuShuang Road  ChengHua Distric  Chengdu  China,Finished
405,4916,1720,1720,6,10,31/07/2006,13F  498 Middle Huaihai Road  Huangpu District  Shanghai  China,Finished
406,6126,3389,3389,1,10,19/05/2017,Room 26  733 Shennan E Rd  Cai Wu Wei  Luohu District  Shenzhen  China,Finished
407,4740,3709,4740,3,1,28/08/2000,45 Canal Street Apartment 48  New York  NY 10013  United States,Finished
408,5897,5689,5897,3,2,21/12/2019,No.6 building  557 Jingtian East 1st St  Futian District  Shenzhen  China,Finished
409,5662,5829,5662,8,2,17/04/2007,No.5 building  291 Tianbei 1st Rd  Luohu District  Shenzhen  China,Finished
410,324,3509,324,3,2,27/03/2009,13F  2-1-5 Tenjinnomori  Nishinari Ward  Osaka  Japan,Finished
411,1531,456,1531,6,2,14/05/2017,207 Bergen St Apt 7  Brooklyn  NY 11217  United States,Finished
412,6230,258,6230,5,1,28/01/2022,Unit 21  Oxford Eco Centre  791 New Street  Birmingham  B2 4DB  United Kingdom,Finished
413,1087,195,1087,7,3,29/01/2012,No.24 building  721 Tangyuan Street 5th Alley  Airport Road  Baiyun  Guangzhou  China,Finished
414,3917,5422,5422,4,10,16/05/2010,No.41 Main building  231 Maddox Street  London  W1S 1PU  United Kingdom,Finished
415,4194,2857,2857,6,9,06/10/2010,238 North Michigan Ave Apartment 22  Chicago  IL 60611  United States,Finished
416,3871,4449,4449,0,6,19/10/2002,692 Alameda Street 3rd Floor  Los Angeles  CA 90002  United States,Finished
417,3830,5354,3830,9,4,12/02/2010,954 Diplomacy Drive Apt 35  Columbus  GA 43228  United States,Finished
418,2501,3934,,1,1,10/12/2006,Block 42  313 The Pavilion  Lammas Field  Driftway  Cambridge  CB3 9PA  United Kingdom,Finished
419,4022,3074,4022,6,2,16/10/2014,No.18 building  985 Xiaoping E Rd  Baiyun   Guangzhou  China,Finished
420,4687,4891,4891,4,5,27/01/2010,Unit 18  Oxford Eco Centre  466 Papworth Rd  Trumpington  Cambridge  CB2 0AY  United Kingdom,Finished
421,4847,1745,1745,7,8,27/10/2010,Rm. 9  6-1-7  Miyanomori 4 Jo  Chuo Ward  Sapporo  Japan,Finished
422,2840,5580,2840,7,4,29/01/2007,971 Central Avenue 3rd Floor  Albany  NY 12205  United States,Finished
423,4576,219,4576,8,2,13/04/2020,Rm. 8  1-5-5  Higashi-Shimbashi  Minato-ku  Tokyo  Japan,Finished
424,2079,6023,,6,6,24/11/2012,No.49 building  636 4th Section  Renmin South Road  Jinjiang District  Chengdu  China,Finished
425,2753,4485,2753,10,3,08/05/2015,Rm. 15  2-1-19 Kaminopporo 1 Jo  Atsubetsu Ward  Sapporo  Japan,Finished
426,3804,5412,5412,7,10,23/11/2020,Block 32  786 Wyngate Dr  Leicester  LE3 0UW  United Kingdom,Finished
427,3392,3862,3392,5,3,19/03/2000,23F  6 1-1 Honjocho  Yamatokoriyama  Nara  Japan,Finished
428,3700,1991,1991,1,5,06/08/2000,3-kai  5-19-3 Shinei 4 Jo  Kiyota Ward  Sapporo  Japan,Finished
429,3924,178,178,0,2,01/10/2014,Block 33  845 Sackville St  Manchester  M1 3BB  United Kingdom,Finished
430,718,1366,718,7,1,10/01/2016,Rm. 7  3-9-16 Gakuenminami  Nara  Japan,Finished
431,3045,5358,3045,8,5,29/01/2011,Unit 42  Oxford Eco Centre  652 Sackville St  Manchester  M1 3BB  United Kingdom,Finished
432,742,1728,1728,5,7,25/03/2002,25F  3-9-8 Gakuenminami  Nara  Japan,Finished
433,3950,1243,3950,9,5,19/05/2002,494 East Alley 3rd Floor  Columbus  GA 43201  United States,Finished
434,3041,828,828,5,10,21/07/2008,Room 1  959 Shanhu Rd  Dongguan  China,Finished
435,1161,5074,5074,9,10,25/01/2001,171 Alameda Street Apartment 36  Los Angeles  CA 90002  United States,Finished
436,3956,3998,,4,4,09/07/2010,No.48 Main building  135 Spring Gardens  Manchester  M2 2BQ  United Kingdom,Finished
437,2831,4496,4496,7,8,01/01/2004,44F  628 4th Section  Renmin South Road  Jinjiang District  Chengdu  China,Finished
438,894,5106,894,10,3,17/08/2004,Rm. 47  2-1-15 Tenjinnomori  Nishinari Ward  Osaka  Japan,Finished
439,467,681,681,7,8,04/03/2009,44F  3-19-3 Shimizu  Kita Ward  Nagoya  Japan,Finished
440,4453,5391,4453,8,6,25/06/2009,No.8 Main building  998 Little Clarendon St  Oxford  OX1 2HU  United Kingdom,Finished
441,4945,4255,4945,9,3,26/09/2014,No.14 building  13 W Ring Rd  Buji Town  Longgang  Shenzhen  China,Finished
442,1513,1662,1513,3,0,24/04/2012,Flat 6  533 Cannon Street  Birmingham  B2 5EE  United Kingdom,Finished
443,706,4936,706,7,2,19/03/2002,Rm. 15  5-2-5 Kikusui 3 Jo  Shiroishi Ward  Sapporo  Japan,Finished
444,1760,1710,,8,8,28/05/2001,29-kai  5-2-6 Higashi Gotanda  Shinagawa-ku   Tokyo  Japan,Finished
445,1889,20,20,6,8,01/07/2011,287 Grape Street Apartment 12  Los Angeles  CA 90002  United States,Finished
446,2816,2206,2206,2,8,18/08/2014,Rm. 39  5-2-14 Higashi Gotanda  Shinagawa-ku   Tokyo  Japan,Finished
447,629,984,984,0,8,24/09/2000,28-kai  13-3-18 Toyohira 3 Jo  Toyohira Ward  Sapporo  Japan,Finished
448,3500,5056,5056,1,7,04/05/2003,No.43 building  23 FuXingMenNei Street  XiCheng District  Beijing  China,Finished
449,206,1068,1068,8,10,04/12/2007,297 East Alley Apartment 7  Columbus  GA 43201  United States,Finished
450,4087,3189,3189,2,9,27/05/2003,Room 24  CR Building  67 Jiangnan West Road  Haizhu District  Guangzhou  China,Finished
451,5041,5521,5521,7,8,26/10/2004,81 Bank Street 3rd Floor  New York  NY 10014  United States,Finished
452,1644,4526,1644,5,1,06/09/2020,840 Pedway Apt 34  Chicago  IL 60601  United States,Finished
453,124,4194,4194,2,7,09/03/2003,19F  706 Yueliu Rd  Fangshan District  Beijing  China,Finished
454,3961,3000,3961,6,3,10/09/2010,Block 28  387 Hanover Street  London  W1S 1YD  United Kingdom,Finished
455,1377,3982,3982,2,5,08/05/2009,28F  571 Shennan E Rd  Cai Wu Wei  Luohu District  Shenzhen  China,Finished
456,5108,3717,5108,7,3,31/10/2020,Unit 27  Oxford Eco Centre  202 Aigburth Rd  Aigburth  Liverpool  L17 9PE  United Kingdom,Finished
457,3826,3592,3826,8,7,12/06/2017,Rm. 44  1-7-7 Saidaiji Akodacho  Nara  Japan,Finished
458,509,607,509,9,4,17/04/2000,Room 11  176 Jingtian East 1st St  Futian District  Shenzhen  China,Finished
459,4145,1139,1139,3,10,26/04/2012,932 Pedway 3rd Floor  Chicago  IL 60601  United States,Finished
460,4767,1077,4767,5,1,05/07/2016,820 Bergen St Suite 29  Brooklyn  NY 11217  United States,Finished
461,2601,436,2601,7,1,27/07/2001,Room 18  808 4th Section  Renmin South Road  Jinjiang District  Chengdu  China,Finished
462,541,3428,3428,2,9,11/07/2022,34F  506 Shennan E Rd  Cai Wu Wei  Luohu District  Shenzhen  China,Finished
463,4718,192,192,1,3,23/07/2016,No.40 Main building  471 Cyril St  Braunstone Town  Leicester  LE3 2FF  United Kingdom,Finished
464,5870,1261,5870,10,3,21/06/2012,No.4 building  233 Dong Zhi Men  Dongcheng District  Beijing  China,Finished
465,3153,6158,6158,8,10,17/11/2014,1F  536 Jingtian East 1st St  Futian District  Shenzhen  China,Finished
466,823,751,751,7,9,03/06/2020,Unit 21  Oxford Eco Centre  189 Osney Mead  Oxford  OX2 0ES  United Kingdom,Finished
467,5514,4098,5514,2,0,13/04/2010,Flat 11  555 Portland St  Manchester  M1 3LA  United Kingdom,Finished
468,2544,2447,2544,5,0,24/06/2010,No.34 building  3 Hongqiao Rd.  Xu Hui District  Shanghai  China,Finished
469,2665,4989,2665,4,0,26/12/2021,782 Tremont Road Apartment 35  Columbus  GA 43212  United States,Finished
470,1369,2773,1369,7,4,11/04/2003,No.22 building  858 Huanqu South Street 2nd Alley  Dongguan  China,Finished
471,4199,2936,4199,8,7,25/06/2020,Flat 33  649 Regent Street  London  W1B 2LX  United Kingdom,Finished
472,1016,5035,5035,4,10,26/04/2011,26F  618 68 Qinghe Middle St  Haidian District  Beijing  China,Finished
473,4571,5291,4571,4,1,15/10/2003,Unit 30  Oxford Eco Centre  602 Stephenson Street  Birmingham  B2 4BL  United Kingdom,Finished
474,570,2399,2399,0,5,06/05/2006,Block 15  631 Aigburth Rd  Aigburth  Liverpool  L17 9PE  United Kingdom,Finished
475,1065,5134,1065,6,4,31/01/2020,No.43 Main building  512 New Street  Birmingham  B2 4DB  United Kingdom,Finished
476,2386,332,2386,4,3,12/12/2020,Unit 18  Oxford Eco Centre  607 Hanover Street  London  W1S 1YD  United Kingdom,Finished
477,549,5990,5990,8,10,20/07/2003,Block 33  421 Volac Park  Grantchester Rd  Cambridge  CB3 9ED  United Kingdom,Finished
478,4355,1478,1478,2,6,08/08/2013,Room 18  679 Ganlan Rd  Pudong  Shanghai  China,Finished
479,123,5111,,7,7,07/01/2000,Unit 3  Oxford Eco Centre  701 Sackville St  Manchester  M1 3BB  United Kingdom,Finished
480,2730,4552,4552,0,10,16/05/2014,Block 26  759 Stephenson Street  Birmingham  B2 4BL  United Kingdom,Finished
481,4761,1660,4761,9,2,01/07/2021,640 Fifth Avenue 3rd Floor  New York  NY 10017  United States,Finished
482,1631,3300,3300,4,7,21/04/2011,No.40 Main building  277 Sackville St  Manchester  M1 3BB  United Kingdom,Finished
483,841,3255,3255,5,8,17/09/2007,918 State Street Apt 20  Albany  NY 12203  United States,Finished
484,5384,2567,5384,7,4,13/01/2010,Rm. 46  3-15-13 Ginza  Chuo-ku  Tokyo  Japan,Finished
485,3076,395,395,6,7,11/03/2019,No.33 building  302 Dongtai 5th St  Dongguan  China,Finished
486,5028,1138,5028,10,2,26/09/2017,Unit 14  Oxford Eco Centre  564 Abingdon Rd  Cumnor  Oxford  OX2 9QN  United Kingdom,Finished
487,6007,4642,6007,3,1,01/10/2013,Unit 14  Oxford Eco Centre  199 Lodge Ln  Toxteth  Liverpool  L8 0SP  United Kingdom,Finished
488,4365,3990,4365,8,7,26/10/2005,No.41 building  226 Ganlan Rd  Pudong  Shanghai  China,Finished
489,3008,4855,3008,8,7,18/12/2008,226 Figueroa Street Suite 47  Los Angeles  CA 90037  United States,Finished
490,2006,6048,6048,0,8,23/06/2022,Flat 6  145 Silver St  Newnham  Cambridge  CB3 9EL  United Kingdom,Finished
491,5461,1572,5461,3,0,06/04/2014,No.11 Main building  948 39 William IV St  Charing Cross  Liverpool  WC2N 4DD  United Kingdom,Finished
492,980,4740,4740,6,8,19/05/2013,58 Lark Street Apartment 15  Albany  NY 12210  United States,Finished
493,1,1365,1365,2,5,09/09/2003,141 Nostrand Ave Suite 16  Brooklyn  NY 11216  United States,Finished
494,4671,3025,4671,10,5,11/01/2015,Rm. 5  1-7-10 Omido  Higashiosaka  Osaka  Japan,Finished
495,5244,2275,5244,8,4,07/04/2019,Unit 27  Oxford Eco Centre  448 Silver St  Newnham  Cambridge  CB3 9EL  United Kingdom,Finished
496,2963,573,2963,9,7,16/11/2019,46F  380 Shennan E Rd  Cai Wu Wei  Luohu District  Shenzhen  China,Finished
497,3178,1125,1125,2,3,14/06/2000,209 Pedway 3rd Floor  Chicago  IL 60601  United States,Finished
498,1027,2571,2571,0,1,10/05/2022,122 Lark Street Apartment 21  Albany  NY 12210  United States,Finished
499,4163,8,8,7,10,20/08/2010,853 S Broadway Suite 9  Los Angeles  CA 90015  United States,Finished
500,3764,3023,3764,10,8,15/12/2012,Room 13  CR Building  839 Daxin S Rd  Daxin Shangquan  Tianhe Qu  Zhongshan  China,Finished
501,4445,2779,2779,5,6,05/08/2011,Room 22  691 Lefeng 6th Rd  Zhongshan  China,Finished
502,1192,5451,1192,8,2,05/05/2002,47-kai  3-15-7 Ginza  Chuo-ku  Tokyo  Japan,Finished
503,4199,6064,6064,6,7,08/09/2010,No.4 building  857 West Chang'an Avenue  Xicheng District  Beijing  China,Finished
504,854,6037,854,9,8,21/09/2021,19F  785 Binchuan Rd  Minhang District  Shanghai  China,Finished
505,709,1274,709,4,2,23/02/2000,Unit 40  Oxford Eco Centre  465 Sackville St  Manchester  M1 3BB  United Kingdom,Finished
506,849,1637,849,7,3,25/11/2020,No.9 building  385 Lefeng 6th Rd  Zhongshan  China,Finished
507,2436,1232,,2,2,22/10/2018,Room 40  CR Building  474 028 County Rd  Yanqing District  Beijing  China,Finished
508,5817,5907,5817,8,5,05/01/2017,No.43 Main building  621 Little Clarendon St  Oxford  OX1 2HU  United Kingdom,Finished
509,3042,1408,1408,3,8,26/04/2002,Unit 40  Oxford Eco Centre  828 Silver St  Newnham  Cambridge  CB3 9EL  United Kingdom,Finished
510,2756,2430,2756,7,1,24/07/2022,Room 34  CR Building  771 West Chang'an Avenue  Xicheng District  Beijing  China,Finished
511,2164,5623,5623,0,9,14/02/2007,116 1st Ave 3rd Floor  Brooklyn  NY 11220  United States,Finished
512,3751,4855,3751,1,0,29/01/2013,465 Rush Street 3rd Floor  Chicago  IL 60611  United States,Finished
513,1596,5314,,3,3,12/04/2008,160 State Street Apartment 28  Albany  NY 12203  United States,Finished
514,2297,4188,2297,2,1,03/10/2011,Rm. 44  5-19-13 Shinei 4 Jo  Kiyota Ward  Sapporo  Japan,Finished
515,1175,5607,1175,6,5,08/02/2022,449 Diplomacy Drive Suite 33  Columbus  GA 43228  United States,Finished
516,487,781,487,9,3,11/04/2021,No.37 Main building  767 Pollen Street  London  W1S 1NG  United Kingdom,Finished
517,2980,1880,,3,3,09/10/2020,9-kai  2-1-1 Tenjinnomori  Nishinari Ward  Osaka  Japan,Finished
518,3492,1814,3492,6,5,15/03/2011,122 Columbia St Apt 43  Brooklyn  NY 11231  United States,Finished
519,3225,4635,3225,2,1,23/07/2020,21F  5-19-10 Shinei 4 Jo  Kiyota Ward  Sapporo  Japan,Finished
520,4473,1786,4473,6,1,15/10/2003,No.37 building  817 Zhongshan 5th Rd  Zimaling Shangquan  Zhongshan  China,Finished
521,257,5086,5086,0,6,22/05/2021,No.6 building  51 Qingshuihe 1st Rd  Luohu District  Shenzhen  China,Finished
522,1367,4103,4103,5,7,21/05/2017,545 Broadway 3rd Floor  Albany  NY 12207  United States,Finished
523,290,1692,1692,8,9,02/05/2014,Rm. 35  13 4-20 Kawagishicho  Mizuho Ward  Nagoya  Japan,Finished
524,898,3298,3298,3,6,03/07/2002,No.27 building  607 Xue Yuan Yi Xiang  Longgang  Shenzhen  China,Finished
525,5630,3469,5630,8,1,19/09/2021,No.18 Main building  937 Aigburth Rd  Aigburth  Liverpool  L17 9PE  United Kingdom,Finished
526,4591,2050,4591,6,2,10/07/2017,39F  200 Shennan Ave  Futian District  Shenzhen  China,Finished
527,4145,810,,3,3,17/12/2015,42-kai  20 1-1715 Sekohigashi  Moriyama Ward  Nagoya  Japan,Finished
528,2759,5284,2759,7,1,06/09/2001,158 East Alley Suite 29  Columbus  GA 43201  United States,Finished
529,2309,2569,2309,7,3,06/02/2012,292 Central Avenue Suite 44  Albany  NY 12206  United States,Finished
530,5299,5062,5062,1,2,19/09/2021,14F  3-9-2 Gakuenminami  Nara  Japan,Finished
531,4618,2109,4618,8,3,19/02/2010,19F  456 Yueliu Rd  Fangshan District  Beijing  China,Finished
532,4510,794,4510,8,6,07/06/2002,9F  13 1-1 Honjocho  Yamatokoriyama  Nara  Japan,Finished
533,4794,4648,4648,1,5,06/08/2004,271 Ridgewood Road Apt 23  Akron  OH 44321  United States,Finished
534,2956,6112,,0,0,19/06/2001,Rm. 36  2-1-1 Tenjinnomori  Nishinari Ward  Osaka  Japan,Finished
535,3412,1480,,6,6,01/07/2002,189 Wall Street Apt 14  Los Angeles  CA 90003  United States,Finished
536,688,4301,688,6,5,15/10/2003,No.45 building  657 Shennan Ave  Futian District  Shenzhen  China,Finished
537,4422,2008,4422,7,1,16/03/2014,No.6 building  786 Dong Zhi Men  Dongcheng District  Beijing  China,Finished
538,5920,3221,,6,6,06/10/2021,Unit 27  Oxford Eco Centre  407 Portland St  Manchester  M1 3LA  United Kingdom,Finished
539,3003,2041,3003,9,8,21/03/2016,Room 24  CR Building  645 Shanhu Rd  Dongguan  China,Finished
540,1918,2167,2167,3,6,14/03/2014,36-kai  4 1-1715 Sekohigashi  Moriyama Ward  Nagoya  Japan,Finished
541,5646,2558,2558,4,9,02/10/2021,Block 1  192 Sackville St  Manchester  M1 3BB  United Kingdom,Finished
