IdEquipa,NomeEquipa,DataCriacao,IdUtilizadorCapitaoFK
1643,Zaria FC,7/2/2022 00:00:00,15794
1644,Bryansk FC,2/4/2022 00:00:00,2270
1645,Asyut FC,7/3/2025 00:00:00,16778
1646,Taiping FC,5/7/2022 00:00:00,6640
1647,Mbale FC,11/5/2022 00:00:00,4873
1648,Maracay FC,24/3/2024 00:00:00,14409
1649,Jiexiu FC,26/9/2023 00:00:00,11504
1650,Santa Fe FC,7/5/2024 00:00:00,16176
1651,Campina Grande FC,31/12/2023 00:00:00,8074
1652,Nagasaki FC,19/4/2022 00:00:00,19307
1653,Szczecin FC,1/7/2024 00:00:00,12649
1654,Syracuse FC,5/5/2023 00:00:00,18858
1655,Maringá FC,29/7/2023 00:00:00,1738
1656,Carapicuíba FC,13/7/2024 00:00:00,13523
1657,Qazvin FC,12/9/2022 00:00:00,2417
1658,Quilon FC,28/12/2022 00:00:00,3295
1659,Jundiaí FC,25/3/2023 00:00:00,2651
1660,Hirakata FC,17/4/2023 00:00:00,4673
1661,Gifu FC,6/7/2024 00:00:00,16903
1662,Lancaster FC,20/11/2023 00:00:00,19358
1663,Sikar FC,10/8/2023 00:00:00,19510
1664,Jiangjiafan FC,12/4/2024 00:00:00,11018
1665,Dera Ghazi Khan FC,26/12/2023 00:00:00,11938
1666,Mwanza FC,21/11/2025 00:00:00,364
1667,Arlington FC,27/4/2023 00:00:00,3685
1668,Xushan FC,11/7/2022 00:00:00,4663
1669,Miyazaki FC,29/12/2025 00:00:00,53
1670,Yuyao FC,15/5/2025 00:00:00,15417
1671,Stockton FC,3/12/2024 00:00:00,14437
1672,Bhatpara FC,9/8/2025 00:00:00,6757
1673,Sandakan FC,23/1/2023 00:00:00,17833
1674,Taytay FC,6/12/2023 00:00:00,1080
1675,Hejin FC,1/5/2025 00:00:00,5100
1676,Thanh Hóa FC,20/10/2025 00:00:00,3053
1677,Minamisuita FC,21/8/2024 00:00:00,13676
1678,Poughkeepsie FC,13/7/2023 00:00:00,11981
1679,Yokosuka FC,1/3/2022 00:00:00,16701
1680,Nha Trang FC,1/6/2022 00:00:00,11597
1681,Belgorod FC,10/12/2025 00:00:00,19463
1682,Malabon FC,6/2/2025 00:00:00,14273
1683,Yola FC,21/10/2022 00:00:00,5416
1684,Lobito FC,28/12/2025 00:00:00,3963
1685,Saurimo FC,11/7/2025 00:00:00,19918
1686,Olinda FC,30/8/2023 00:00:00,18448
1687,Esenler FC,25/2/2022 00:00:00,19441
1688,Gujrat FC,9/11/2024 00:00:00,19546
1689,Ad Diwaniyah FC,16/8/2022 00:00:00,1661
1690,Piracicaba FC,7/7/2022 00:00:00,6449
1691,Hancheng FC,10/5/2022 00:00:00,5176
1692,Karamay FC,22/10/2024 00:00:00,1310
1693,Kakinada FC,17/5/2024 00:00:00,10592
1694,Augusta FC,19/11/2025 00:00:00,15099
1695,Bhilwara FC,12/9/2022 00:00:00,13667
1696,Tieli FC,1/11/2025 00:00:00,18642
1697,Cilegon FC,20/11/2023 00:00:00,4516
1698,Nizamabad FC,14/6/2024 00:00:00,4390
1699,Bologna FC,18/9/2025 00:00:00,6511
1700,Boise FC,9/12/2025 00:00:00,13794
1701,Esenyurt FC,1/3/2024 00:00:00,5687
1702,Tétouan FC,1/5/2023 00:00:00,7145
1703,Aqtöbe FC,9/2/2022 00:00:00,18445
1704,Oxnard FC,21/3/2025 00:00:00,16492
1705,Oyo FC,4/1/2023 00:00:00,8528
1706,Tarlac City FC,22/9/2023 00:00:00,8428
1707,Okazaki FC,9/12/2022 00:00:00,6293
1708,Cainta FC,30/6/2022 00:00:00,6277
1709,?a’il FC,18/8/2022 00:00:00,19010
1710,Yidu FC,22/8/2024 00:00:00,4035
1711,Lianzhou FC,27/4/2023 00:00:00,5553
1712,Florence FC,11/8/2024 00:00:00,7102
1713,Christchurch FC,26/11/2025 00:00:00,12891
1714,Nuevo Laredo FC,5/7/2022 00:00:00,8132
1715,Scranton FC,21/10/2023 00:00:00,7276
1716,Brno FC,15/7/2024 00:00:00,18427
1717,London FC,15/6/2025 00:00:00,9930
1718,Novi Sad FC,28/9/2024 00:00:00,19421
1719,Gusau FC,17/10/2022 00:00:00,18953
1720,Modesto FC,28/12/2025 00:00:00,12424
1721,Pasto FC,4/7/2022 00:00:00,5069
1722,Kissimmee FC,3/4/2025 00:00:00,15772
1723,Las Palmas FC,21/9/2025 00:00:00,3158
1724,Ichinomiya FC,6/12/2025 00:00:00,18970
1725,Panihati FC,24/6/2025 00:00:00,1645
1726,Huancayo FC,11/8/2024 00:00:00,8405
1727,Aurora FC,23/7/2022 00:00:00,3513
1728,Betim FC,21/8/2024 00:00:00,4482
1729,Sintra FC,25/6/2023 00:00:00,13366
1730,Parbhani FC,20/9/2023 00:00:00,16376
1731,Usulután FC,27/8/2022 00:00:00,4912
1732,Youngstown FC,21/10/2022 00:00:00,3518
1733,Iquitos FC,7/7/2025 00:00:00,4992
1734,Helixi FC,4/7/2024 00:00:00,8007
1735,Manukau City FC,25/8/2024 00:00:00,11250
1736,Cumaná FC,18/10/2022 00:00:00,3103
1737,Rohtak FC,9/3/2024 00:00:00,8610
1738,Vinnytsia FC,16/2/2024 00:00:00,19027
1739,Latur FC,26/2/2023 00:00:00,10352
1740,Lipa City FC,10/4/2023 00:00:00,16842
1741,Mandaue City FC,18/12/2022 00:00:00,5552
1742,Bello FC,4/9/2025 00:00:00,12854
1743,Khorramabad FC,6/9/2022 00:00:00,3647
1744,Ambon FC,27/12/2025 00:00:00,8331
1745,Butuan FC,18/10/2025 00:00:00,14157
1746,Keelung FC,6/7/2025 00:00:00,16550
1747,Toyohashi FC,1/7/2022 00:00:00,7617
1748,Baguio City FC,6/9/2025 00:00:00,345
1749,La Florida FC,14/9/2024 00:00:00,4096
1750,Lengshuijiang FC,15/4/2025 00:00:00,3988
1751,Anguo FC,1/5/2025 00:00:00,15349
1752,Kita-ku FC,6/9/2022 00:00:00,1138
1753,Rajapalaiyam FC,26/10/2025 00:00:00,2867
1754,Panshi FC,30/1/2022 00:00:00,7348
1755,Madan FC,15/3/2024 00:00:00,9640
1756,Plovdiv FC,21/1/2022 00:00:00,547
1757,Az Zubayr FC,28/12/2022 00:00:00,14682
1758,Al Qatif FC,2/4/2023 00:00:00,16345
1759,Takasaki FC,9/2/2023 00:00:00,7276
1760,Huichang FC,14/1/2022 00:00:00,14117
1761,Vitsyebsk FC,26/7/2024 00:00:00,9888
1762,Nagano FC,4/5/2022 00:00:00,8178
1763,Bauru FC,28/4/2024 00:00:00,11470
1764,Yanjiao FC,16/10/2024 00:00:00,11229
1765,Bochum FC,5/12/2023 00:00:00,10830
1766,Tecámac FC,2/12/2022 00:00:00,11510
1767,Anápolis FC,1/6/2023 00:00:00,8527
1768,Coventry FC,29/5/2025 00:00:00,4654
1769,Shinjuku FC,2/8/2023 00:00:00,16653
1770,Wonsan FC,14/11/2024 00:00:00,9606
1771,Caerdydd FC,18/12/2022 00:00:00,3682
1772,Iligan FC,31/5/2024 00:00:00,3530
1773,Cabuyao FC,20/12/2023 00:00:00,6358
1774,Nakano FC,13/12/2024 00:00:00,530
1775,Bengkulu FC,25/6/2025 00:00:00,10103
1776,Orizaba FC,10/9/2025 00:00:00,14134
1777,Blumenau FC,29/2/2024 00:00:00,17317
1778,Montes Claros FC,30/8/2024 00:00:00,10933
1779,Pétion-Ville FC,25/8/2024 00:00:00,7933
1780,Shuanghejiedao FC,6/11/2023 00:00:00,15682
1781,Umuahia FC,26/11/2023 00:00:00,9217
1782,Surgut FC,18/8/2023 00:00:00,9076
1783,Gedaref FC,29/5/2023 00:00:00,12215
1784,Palu FC,31/12/2024 00:00:00,5195
1785,Pokhara FC,22/10/2023 00:00:00,14638
1786,Mahilyow FC,1/2/2024 00:00:00,19830
1787,Wudalianchi FC,15/12/2024 00:00:00,19570
1788,Sungai Petani FC,12/8/2025 00:00:00,7120
1789,Nam Ð?nh FC,13/5/2022 00:00:00,12309
1790,Vitória FC,13/8/2025 00:00:00,12089
1791,Hrodna FC,17/11/2023 00:00:00,757
1792,Vladimir FC,12/8/2025 00:00:00,13819
1793,São Vicente FC,30/5/2023 00:00:00,19588
1794,Taraz FC,3/8/2023 00:00:00,706
1795,Cubal FC,29/10/2023 00:00:00,11294
1796,Kawagoe FC,23/9/2022 00:00:00,17590
1797,Ibb FC,26/7/2022 00:00:00,10114
1798,Yong’an FC,21/8/2024 00:00:00,1882
1799,Wuppertal FC,1/4/2024 00:00:00,5421
1800,Manisa FC,12/3/2025 00:00:00,13248
1801,San Fernando FC,18/5/2022 00:00:00,12925
1802,Minatitlán FC,10/10/2023 00:00:00,1567
1803,Nizhniy Tagil FC,4/12/2023 00:00:00,2157
1804,San Pedro FC,8/11/2023 00:00:00,10662
1805,Hongzhai FC,4/8/2025 00:00:00,11796
1806,Wakayama FC,12/5/2024 00:00:00,13160
1807,Bilbao FC,16/12/2022 00:00:00,19541
1808,Rahimyar Khan FC,9/9/2025 00:00:00,19163
1809,Pavlodar FC,25/9/2022 00:00:00,4553
1810,Gimpo FC,8/4/2023 00:00:00,7902
1811,Itaquaquecetuba FC,24/5/2025 00:00:00,3337
1812,Nara FC,1/10/2023 00:00:00,11821
1813,Van FC,10/2/2023 00:00:00,18389
1814,Corrientes FC,9/10/2023 00:00:00,41
1815,Neiva FC,7/1/2024 00:00:00,17405
1816,Arkhangelsk FC,30/5/2024 00:00:00,19703
1817,Batangas FC,17/11/2024 00:00:00,3771
1818,Licheng FC,12/3/2024 00:00:00,2548
1819,Koshigaya FC,7/12/2022 00:00:00,8584
1820,Sinuiju FC,27/8/2024 00:00:00,18748
1821,Cabimas FC,10/9/2023 00:00:00,89
1822,Yueqing FC,9/8/2024 00:00:00,19973
1823,Yakeshi FC,29/7/2022 00:00:00,8279
1824,Ahmadnagar FC,22/2/2025 00:00:00,12093
1825,Fayetteville FC,26/1/2022 00:00:00,16064
1826,Takatsuki FC,23/2/2023 00:00:00,7478
1827,Holguín FC,25/4/2023 00:00:00,19805
1828,Qoqon FC,1/7/2022 00:00:00,10143
1829,Anaheim FC,2/1/2025 00:00:00,2434
1830,Semey FC,20/1/2024 00:00:00,8607
1831,Varna FC,11/1/2023 00:00:00,13352
1832,Yingmen FC,2/11/2022 00:00:00,12777
1833,Cariacica FC,22/1/2025 00:00:00,11781
1834,Palmira FC,25/7/2022 00:00:00,1804
1835,Tapachula FC,3/7/2023 00:00:00,10741
1836,Konak FC,5/9/2025 00:00:00,1766
1837,Bydgoszcz FC,24/6/2024 00:00:00,3022
1838,Hatay FC,10/10/2024 00:00:00,7748
1839,Antofagasta FC,29/8/2023 00:00:00,13496
1840,Rajahmundry FC,5/5/2025 00:00:00,9649
1841,Chita FC,25/3/2024 00:00:00,15414
1842,Chitungwiza FC,8/5/2024 00:00:00,11745
1843,Caruaru FC,11/12/2023 00:00:00,3081
1844,Utrecht FC,31/5/2022 00:00:00,4479
1845,Pensacola FC,21/9/2024 00:00:00,12483
1846,Victorville FC,25/6/2022 00:00:00,14275
1847,Tanch’on FC,27/12/2025 00:00:00,15866
1848,Tokorozawa FC,28/5/2022 00:00:00,19877
1849,Nice FC,16/2/2024 00:00:00,16705
1850,Sumqayit FC,28/3/2025 00:00:00,6186
1851,Kusti FC,30/12/2022 00:00:00,1844
1852,Cuddapah FC,27/2/2025 00:00:00,11606
1853,Simferopol FC,3/11/2022 00:00:00,4052
1854,Otsu FC,9/7/2023 00:00:00,11195
1855,Vitória da Conquista FC,15/1/2022 00:00:00,10306
1856,Lancaster FC,19/5/2024 00:00:00,17814
1857,Makiivka FC,17/5/2025 00:00:00,19372
1858,East London FC,30/5/2025 00:00:00,2629
1859,Greensboro FC,26/5/2025 00:00:00,7342
1860,Uruapan FC,25/11/2024 00:00:00,5925
1861,Gómez Palacio FC,18/4/2023 00:00:00,10906
1862,Franca FC,12/6/2024 00:00:00,17077
1863,Brest FC,26/12/2024 00:00:00,13744
1864,Kaluga FC,2/9/2025 00:00:00,13432
1865,Corpus Christi FC,9/11/2023 00:00:00,1955
1866,Muzaffarpur FC,16/5/2024 00:00:00,2472
1867,Yeosu FC,12/7/2025 00:00:00,13249
1868,Lublin FC,8/12/2025 00:00:00,13493
1869,Alwar FC,20/11/2024 00:00:00,13089
1870,Brahmapur FC,23/4/2023 00:00:00,18683
1871,Lianran FC,13/8/2024 00:00:00,11702
1872,Buôn Ma Thu?t FC,13/11/2023 00:00:00,9526
1873,Cuernavaca FC,5/2/2023 00:00:00,9447
1874,Beni FC,8/5/2022 00:00:00,5434
1875,Randburg FC,30/3/2022 00:00:00,3227
1876,Alicante FC,12/10/2022 00:00:00,12731
1877,Jitpur FC,31/3/2023 00:00:00,13616
1878,Kaesong FC,21/3/2025 00:00:00,8612
1879,Petrolina FC,11/5/2022 00:00:00,8604
1880,Chinju FC,4/3/2023 00:00:00,8191
1881,Tangdong FC,26/7/2025 00:00:00,8722
1882,Hangu FC,22/6/2024 00:00:00,17930
1883,Belfast FC,12/6/2023 00:00:00,1568
1884,Iwaki FC,10/10/2022 00:00:00,4086
1885,Blida FC,7/2/2022 00:00:00,16699
1886,Salamanca FC,2/5/2022 00:00:00,9322
1887,Yingzhong FC,24/7/2025 00:00:00,11400
1888,Hirosaki FC,25/7/2022 00:00:00,2496
1889,Viña del Mar FC,5/10/2022 00:00:00,5510
1890,Nazret FC,18/11/2023 00:00:00,11356
1891,Bielefeld FC,6/8/2025 00:00:00,2299
1892,Cuenca FC,26/2/2024 00:00:00,7862
1893,Al Fayyum FC,18/10/2023 00:00:00,10870
1894,Fort Wayne FC,2/4/2022 00:00:00,14521
1895,Ciudad Obregón FC,8/7/2022 00:00:00,19864
1896,Wad Medani FC,1/1/2022 00:00:00,19276
1897,Ribeirão das Neves FC,15/6/2025 00:00:00,4043
1898,Soledad de Graciano Sánchez FC,29/3/2023 00:00:00,15930
1899,Bonn FC,25/4/2023 00:00:00,19414
1900,Kamarhati FC,11/1/2022 00:00:00,18254
1901,Maebashi FC,5/9/2023 00:00:00,16090
1902,Thessaloníki FC,13/8/2025 00:00:00,16763
1903,G?nc? FC,13/12/2025 00:00:00,11228
1904,Mymensingh FC,23/7/2024 00:00:00,10503
1905,Santa Ana FC,11/4/2023 00:00:00,4078
1906,Flint FC,7/5/2024 00:00:00,12801
1907,Kendari FC,4/5/2025 00:00:00,1625
1908,Thái Nguyên FC,28/9/2025 00:00:00,11675
1909,Smolensk FC,21/7/2024 00:00:00,15421
1910,Asahikawa FC,21/12/2022 00:00:00,7027
1911,Islip FC,2/1/2022 00:00:00,8202
1912,Dahuk FC,20/3/2024 00:00:00,10629
1913,Wonju FC,14/5/2023 00:00:00,10633
1914,Mathura FC,17/9/2025 00:00:00,12127
1915,Nakuru FC,12/4/2025 00:00:00,8050
1916,Lafia FC,5/4/2025 00:00:00,18733
1917,Koriyama FC,7/5/2024 00:00:00,1752
1918,Bamiantong FC,2/4/2023 00:00:00,8327
1919,Patiala FC,17/4/2025 00:00:00,12216
1920,Taourirt FC,21/7/2025 00:00:00,12803
1921,Izmir FC,23/10/2022 00:00:00,1276
1922,Vung Tàu FC,22/6/2022 00:00:00,2122
1923,Cabanatuan City FC,3/3/2023 00:00:00,1215
1924,Markham FC,16/12/2024 00:00:00,16986
1925,Saugor FC,5/3/2024 00:00:00,3332
1926,Pelotas FC,20/2/2023 00:00:00,13781
1927,Roodepoort FC,26/4/2022 00:00:00,18693
1928,Volzhskiy FC,7/3/2025 00:00:00,14823
1929,Bijapur FC,3/11/2024 00:00:00,10549
1930,Sukabumi FC,11/1/2023 00:00:00,12238
1931,Fayetteville FC,28/8/2025 00:00:00,1509
1932,Ulanhot FC,3/2/2024 00:00:00,5234
1933,Yunzhong FC,6/6/2025 00:00:00,3682
1934,Cotabato FC,26/1/2025 00:00:00,2906
1935,Al Fallujah FC,25/10/2022 00:00:00,5288
1936,Kochi FC,6/12/2022 00:00:00,18613
1937,Minna FC,12/6/2022 00:00:00,16372
1938,Boa Vista FC,5/2/2022 00:00:00,13739
1939,Cluj-Napoca FC,21/2/2022 00:00:00,1255
1940,Canoas FC,26/12/2025 00:00:00,12930
1941,Gwangmyeongni FC,19/10/2024 00:00:00,19043
1942,Bari FC,7/8/2023 00:00:00,7407
1943,Pucallpa FC,2/8/2023 00:00:00,19374
1944,Yildirim FC,21/6/2022 00:00:00,12730
1945,Kuching FC,11/10/2023 00:00:00,5353
1946,Tepic FC,9/2/2025 00:00:00,19250
1947,Caucaia FC,3/7/2025 00:00:00,9432
1948,Gonder FC,16/5/2025 00:00:00,2652
1949,Uberaba FC,17/8/2022 00:00:00,1465
1950,Jackson FC,22/6/2023 00:00:00,7830
1951,Mekele FC,12/5/2024 00:00:00,2188
1952,Santa Rosa FC,1/9/2025 00:00:00,6003
1953,Gonaïves FC,10/10/2024 00:00:00,10604
1954,Guasave FC,10/2/2024 00:00:00,15707
1955,Lansing FC,19/1/2025 00:00:00,4331
1956,Naha FC,31/5/2024 00:00:00,8478
1957,Binxian FC,9/10/2025 00:00:00,6863
1958,San Juan FC,19/11/2024 00:00:00,10865
1959,Lexington FC,23/12/2023 00:00:00,8481
1960,Hotan FC,17/2/2023 00:00:00,18852
1961,Dongyang FC,15/1/2022 00:00:00,12994
1962,Ciudad del Este FC,23/7/2024 00:00:00,19202
1963,Kaiyuan FC,21/8/2024 00:00:00,2773
1964,Temara FC,21/10/2022 00:00:00,11772
1965,Uíge FC,27/3/2022 00:00:00,2553
1966,Córdoba FC,24/6/2022 00:00:00,14958
1967,Camagüey FC,25/5/2025 00:00:00,7936
1968,Ann Arbor FC,20/4/2024 00:00:00,124
1969,San Salvador de Jujuy FC,23/7/2025 00:00:00,8952
1970,Timisoara FC,19/4/2023 00:00:00,7498
1971,Al Kut FC,15/2/2022 00:00:00,14050
1972,Shahjanpur FC,14/8/2023 00:00:00,16347
1973,Cherepovets FC,7/7/2025 00:00:00,8630
1974,San Miguelito FC,15/8/2022 00:00:00,18515
1975,Menongue FC,3/3/2025 00:00:00,3965
1976,Junagadh FC,19/12/2025 00:00:00,7832
1977,Katsina FC,13/9/2022 00:00:00,9508
1978,Henderson FC,5/3/2024 00:00:00,3286
1979,Poltava FC,18/5/2025 00:00:00,17646
1980,Maroua FC,20/3/2024 00:00:00,12476
1981,Kaech’on FC,23/3/2025 00:00:00,11876
1982,Asan FC,5/2/2022 00:00:00,3437
1983,Tehuacán FC,31/12/2024 00:00:00,4235
1984,Coatzacoalcos FC,4/7/2024 00:00:00,9030
1985,Nukus FC,22/6/2023 00:00:00,18636
1986,Huntsville FC,10/7/2024 00:00:00,6636
1987,Öskemen FC,8/9/2025 00:00:00,17498
1988,Nantes FC,22/12/2025 00:00:00,3008
1989,Zalantun FC,6/3/2022 00:00:00,8125
1990,Trichur FC,21/5/2023 00:00:00,459
1991,Binangonan FC,11/7/2022 00:00:00,9018
1992,Cirebon FC,3/6/2024 00:00:00,3740
1993,Münster FC,16/2/2022 00:00:00,2445
1994,Az Zaqaziq FC,13/10/2023 00:00:00,7930
1995,Boaco FC,11/9/2025 00:00:00,7067
1996,Cà Mau FC,9/1/2024 00:00:00,10377
1997,Toshima FC,31/10/2023 00:00:00,17508
1998,Vologda FC,29/9/2024 00:00:00,19835
1999,Saransk FC,1/7/2023 00:00:00,12512
2000,Mobile FC,24/7/2025 00:00:00,3664
2001,Barddhaman FC,5/10/2025 00:00:00,6198
2002,Tanza FC,14/11/2025 00:00:00,1723
2003,Bor FC,5/5/2024 00:00:00,7176
2004,Kasur FC,17/6/2024 00:00:00,15020
2005,Yakou FC,6/11/2023 00:00:00,17884
2006,Orël FC,8/3/2022 00:00:00,18768
2007,Shahr-e Qods FC,7/11/2023 00:00:00,8955
2008,Safi FC,22/5/2025 00:00:00,13560
2009,Güngören FC,31/8/2025 00:00:00,15140
2010,Guarujá FC,29/1/2025 00:00:00,10288
2011,Playa del Carmen FC,21/11/2025 00:00:00,15573
2012,Purnea FC,10/5/2023 00:00:00,15120
2013,Datang FC,22/8/2024 00:00:00,2885
2014,Zarzal FC,31/3/2025 00:00:00,16255
2015,Fort Collins FC,23/11/2024 00:00:00,2510
2016,Port Elizabeth FC,13/1/2022 00:00:00,17303
2017,Asheville FC,8/10/2023 00:00:00,14909
2018,Santa Clarita FC,31/12/2024 00:00:00,14475
2019,Gorgan FC,1/9/2023 00:00:00,17863
2020,Quy Nhon FC,13/1/2023 00:00:00,18857
2021,Sambalpur FC,24/8/2024 00:00:00,6766
2022,Mannheim FC,10/1/2022 00:00:00,17748
2023,Yakutsk FC,5/6/2022 00:00:00,2206
2024,Yokkaichi FC,18/10/2023 00:00:00,13583
2025,Ponta Grossa FC,13/5/2023 00:00:00,6359
2026,Catania FC,28/11/2022 00:00:00,4504
2027,Chalco FC,22/10/2023 00:00:00,6671
2028,Karlsruhe FC,7/4/2024 00:00:00,15692
2029,Shahriar FC,26/5/2022 00:00:00,13159
2030,Kurgan FC,4/6/2023 00:00:00,4801
2031,Kasugai FC,20/1/2023 00:00:00,2902
2032,Sariwon FC,12/5/2025 00:00:00,5215
2033,St. Catharines FC,25/9/2025 00:00:00,9958
2034,Matadi FC,7/4/2025 00:00:00,17265
2035,Niagara Falls FC,1/12/2025 00:00:00,19945
2036,Firozabad FC,3/8/2023 00:00:00,4204
2037,St. Paul FC,16/9/2025 00:00:00,7010
2038,Vladikavkaz FC,20/1/2023 00:00:00,2326
2039,Hisar FC,2/5/2022 00:00:00,16550
2040,Puerto La Cruz FC,15/1/2025 00:00:00,8028
2041,Puerto Princesa FC,14/11/2022 00:00:00,6415
2042,Podolsk FC,2/7/2022 00:00:00,2035
2043,Meguro FC,17/5/2022 00:00:00,1309
2044,Ciudad Victoria FC,14/11/2025 00:00:00,4010
2045,Ciudad Santa Catarina FC,15/6/2024 00:00:00,16278
2046,Vaughan FC,17/3/2023 00:00:00,11385
2047,Awasa FC,2/3/2022 00:00:00,7924
2048,Oakashicho FC,19/5/2024 00:00:00,12568
2049,Pekalongan FC,28/2/2022 00:00:00,16462
2050,Kurume FC,4/2/2024 00:00:00,3509
2051,Vila Nova de Gaia FC,22/12/2022 00:00:00,19135
2052,Curepipe FC,6/11/2025 00:00:00,7632
2053,Paulista FC,21/8/2022 00:00:00,17703
2054,Oaxaca FC,21/7/2023 00:00:00,7920
2055,Armenia FC,23/5/2024 00:00:00,6838
2056,Akita FC,31/5/2025 00:00:00,19943
2057,Awka FC,10/6/2025 00:00:00,13958
2058,San Bernardo FC,19/12/2025 00:00:00,2989
2059,Iksan FC,11/5/2025 00:00:00,3270
2060,Taubaté FC,18/5/2023 00:00:00,11670
2061,Antioch FC,3/2/2025 00:00:00,18914
2062,Lakeland FC,22/10/2025 00:00:00,2536
2063,Mardan FC,2/5/2024 00:00:00,10844
2064,Sóc Trang FC,27/1/2025 00:00:00,10357
2065,Mbeya FC,17/4/2023 00:00:00,5474
2066,San Juan del Río FC,16/9/2025 00:00:00,2001
2067,Popayán FC,18/2/2022 00:00:00,5833
2068,Praia Grande FC,5/8/2023 00:00:00,18803
2069,Qianzhou FC,25/3/2022 00:00:00,15698
2070,Newcastle FC,1/5/2024 00:00:00,19113
2071,Ciudad General Escobedo FC,12/5/2023 00:00:00,652
2072,Coatepeque FC,30/7/2024 00:00:00,11342
2073,Quzhou FC,7/2/2022 00:00:00,7293
2074,Tampico FC,11/10/2022 00:00:00,6089
2075,Bialystok FC,6/1/2022 00:00:00,6226
2076,Mérida FC,14/10/2022 00:00:00,3089
2077,Murmansk FC,21/12/2022 00:00:00,14671
2078,Ar Raqqah FC,7/4/2025 00:00:00,18271
2079,Linhai FC,23/10/2025 00:00:00,11168
2080,Jember FC,1/7/2024 00:00:00,10190
2081,Valladolid FC,4/5/2025 00:00:00,9490
2082,Bahía Blanca FC,31/5/2025 00:00:00,15136
2083,Central Coast FC,9/7/2025 00:00:00,12752
2084,Rampur FC,27/7/2024 00:00:00,17258
2085,Iskenderun FC,13/6/2024 00:00:00,18024
2086,Al Mubarraz FC,11/10/2025 00:00:00,11702
2087,Petrópolis FC,21/3/2023 00:00:00,7636
2088,Al Kharj FC,9/7/2022 00:00:00,19257
2089,Navotas FC,29/1/2024 00:00:00,280
2090,Chernihiv FC,11/6/2023 00:00:00,1908
2091,Yangsan FC,17/6/2025 00:00:00,8474
2092,Comilla FC,26/2/2025 00:00:00,4397
2093,Pachuca FC,3/2/2024 00:00:00,19430
2094,Augsburg FC,14/7/2025 00:00:00,4766
2095,Bradford FC,30/12/2022 00:00:00,7393
2096,Oyster Bay FC,14/3/2023 00:00:00,2418
2097,Tagum FC,10/2/2022 00:00:00,5577
2098,Valparaíso FC,5/10/2025 00:00:00,2454
2099,Silang FC,5/6/2022 00:00:00,9526
2100,Limeira FC,23/12/2022 00:00:00,4612
2101,Rangpur FC,1/3/2022 00:00:00,743
2102,Vigo FC,31/3/2023 00:00:00,18542
2103,Kocaeli FC,1/12/2023 00:00:00,10731
2104,Montpellier FC,12/2/2025 00:00:00,16522
2105,Bali FC,11/4/2024 00:00:00,4742
2106,Panipat FC,26/5/2022 00:00:00,2820
2107,Ismailia FC,3/11/2022 00:00:00,19436
2108,Vila Teixeira da Silva FC,7/10/2023 00:00:00,18498
2109,Delmas FC,5/7/2022 00:00:00,3932
2110,Mabalacat FC,6/2/2022 00:00:00,1264
2111,Batna FC,30/8/2023 00:00:00,10177
2112,Aizawl FC,3/10/2024 00:00:00,2690
2113,Kunp’o FC,2/10/2025 00:00:00,5618
2114,Tambov FC,20/5/2022 00:00:00,14227
2115,Thiès FC,8/9/2024 00:00:00,15179
2116,Iasi FC,15/7/2024 00:00:00,6684
2117,Pendik FC,2/6/2024 00:00:00,9840
2118,Nottingham FC,18/7/2024 00:00:00,692
2119,Santa Maria FC,28/7/2025 00:00:00,11751
2120,Groznyy FC,25/7/2024 00:00:00,17057
2121,Kherson FC,12/6/2024 00:00:00,18383
2122,Santarém FC,27/7/2024 00:00:00,19273
2123,Bafoussam FC,23/5/2024 00:00:00,517
2124,Hong’an FC,17/2/2022 00:00:00,3418
2125,Resistencia FC,24/2/2022 00:00:00,16244
2126,Brasov FC,10/2/2023 00:00:00,4404
2127,Juliaca FC,21/10/2022 00:00:00,11428
2128,Graz FC,6/10/2024 00:00:00,499
2129,Itagüí FC,8/3/2022 00:00:00,2321
2130,Karimnagar FC,24/7/2025 00:00:00,6023
2131,San Lorenzo FC,11/3/2023 00:00:00,17946
2132,Sumida FC,15/1/2025 00:00:00,16255
2133,Sekondi FC,15/11/2022 00:00:00,10625
2134,Morioka FC,18/11/2024 00:00:00,2335
2135,Sétif FC,20/6/2022 00:00:00,11828
2136,Trenton FC,23/7/2025 00:00:00,1549
2137,Atyrau FC,11/12/2022 00:00:00,7754
2138,Ipswich FC,26/9/2023 00:00:00,19283
2139,Kaunas FC,1/4/2025 00:00:00,12734
2140,Adana FC,18/6/2025 00:00:00,15739
2141,Hulin FC,10/10/2024 00:00:00,11276
2142,Lincoln FC,14/1/2022 00:00:00,9900
2143,Bhuj FC,9/1/2022 00:00:00,916
2144,Farg‘ona FC,5/12/2025 00:00:00,6135
2145,Ichalkaranji FC,7/12/2022 00:00:00,7776
2146,Strasbourg FC,6/11/2022 00:00:00,5704
2147,Springfield FC,24/12/2025 00:00:00,8141
2148,Anchorage FC,10/2/2024 00:00:00,11734
2149,Punto Fijo FC,31/10/2024 00:00:00,15432
2150,Sincelejo FC,16/12/2022 00:00:00,17282
2151,Plano FC,16/2/2024 00:00:00,5412
2152,Ibaraki FC,24/3/2023 00:00:00,5190
2153,Irvine FC,1/12/2023 00:00:00,10878
2154,Camaçari FC,7/2/2023 00:00:00,770
2155,San Cristóbal FC,27/2/2025 00:00:00,17893
