13641;San Juan y Martínez FC;07/12/2025;3837;|San Juan y Martínez FC
13642;Paraíso do Tocantins FC;06/05/2025;73277;|Paraíso do Tocantins FC
13643;Lancaster FC;30/03/2022;149191;|Lancaster FC
13644;Riverton FC;21/01/2023;110079;|Riverton FC
13645;The Colony FC;13/06/2023;122314;|The Colony FC
13646;Simojovel de Allende FC;13/12/2023;88101;|Simojovel de Allende FC
13647;Neustadt am Rübenberge FC;09/03/2023;53949;|Neustadt am Rübenberge FC
13648;Bassano del Grappa FC;05/04/2022;12421;|Bassano del Grappa FC
13649;General Mamerto Natividad FC;08/05/2025;146281;|General Mamerto Natividad FC
13650;Urbandale FC;21/01/2025;96909;|Urbandale FC
13651;Tuodian FC;06/08/2024;27484;|Tuodian FC
13652;Volksrust FC;17/06/2025;63991;|Volksrust FC
13653;Lehrte FC;01/05/2022;117611;|Lehrte FC
13654;Maitum FC;04/05/2024;48285;|Maitum FC
13655;Rheden FC;13/09/2023;12873;|Rheden FC
13656;São Benedito FC;14/01/2023;57971;|São Benedito FC
13657;Plainfield FC;28/08/2023;41791;|Plainfield FC
13658;Monroe FC;24/10/2022;4807;|Monroe FC
13659;Lombard FC;22/01/2022;108831;|Lombard FC
13660;Prescott FC;26/08/2024;75514;|Prescott FC
13661;Cateel FC;03/12/2025;48668;|Cateel FC
13662;Hanerik FC;08/10/2024;135566;|Hanerik FC
13663;Mauriti FC;17/09/2025;72249;|Mauriti FC
13664;Mandaon FC;21/06/2025;1211;|Mandaon FC
13665;Korogwe FC;07/02/2024;40532;|Korogwe FC
13666;Guinayangan FC;09/12/2022;63342;|Guinayangan FC
13667;Krasnodon FC;05/03/2025;77932;|Krasnodon FC
13668;Xanxerê FC;25/08/2024;3200;|Xanxerê FC
13669;Addanki FC;31/12/2022;75258;|Addanki FC
13670;Nilothi FC;08/07/2023;85033;|Nilothi FC
13671;Zevenaar FC;26/08/2024;77899;|Zevenaar FC
13672;Eureka FC;14/04/2025;127485;|Eureka FC
13673;Las Matas de Farfán FC;08/02/2022;36290;|Las Matas de Farfán FC
13674;Catacamas FC;06/06/2025;117834;|Catacamas FC
13675;Labason FC;24/05/2023;93126;|Labason FC
13676;Hagi FC;01/05/2022;13237;|Hagi FC
13677;Kuybyshev FC;03/01/2023;11379;|Kuybyshev FC
13678;Sayreville FC;24/09/2024;102523;|Sayreville FC
13679;Jinku FC;20/03/2023;140740;|Jinku FC
13680;Alghero FC;29/08/2025;20603;|Alghero FC
13681;Saint-Eustache FC;16/10/2025;43993;|Saint-Eustache FC
13682;Otofuke FC;22/07/2022;16132;|Otofuke FC
13683;Enfield FC;06/06/2024;12548;|Enfield FC
13684;Altamonte Springs FC;19/06/2023;17384;|Altamonte Springs FC
13685;Badian FC;25/05/2025;27975;|Badian FC
13686;San Cristóbal Totonicapán FC;06/02/2023;34470;|San Cristóbal Totonicapán FC
13687;Yartsevo FC;10/06/2022;222;|Yartsevo FC
13688;Del Rio FC;18/03/2023;99143;|Del Rio FC
13689;Guerra FC;03/01/2024;56643;|Guerra FC
13690;Goshikich?-aihara-minamidani FC;22/09/2023;18856;|Goshikich?-aihara-minamidani FC
13691;Voluntari FC;06/02/2023;54452;|Voluntari FC
13692;Kaštel Stari FC;15/09/2022;12636;|Kaštel Stari FC
13693;Pantanal FC;23/01/2025;123573;|Pantanal FC
13694;Ma?ta?a FC;01/01/2023;41076;|Ma?ta?a FC
13695;Comendador FC;15/07/2022;61428;|Comendador FC
13696;Maracaju FC;08/02/2022;140088;|Maracaju FC
13697;Xinjun FC;17/08/2023;63911;|Xinjun FC
13698;Kamen FC;15/03/2025;11578;|Kamen FC
13699;Menghan FC;14/03/2025;136524;|Menghan FC
13700;Pinhal FC;31/01/2024;63463;|Pinhal FC
13701;Zongolica FC;09/03/2022;23100;|Zongolica FC
13702;Jiaohe FC;06/03/2023;80693;|Jiaohe FC
13703;Hinatuan FC;20/08/2022;122503;|Hinatuan FC
13704;Bountiful FC;20/02/2022;28230;|Bountiful FC
13705;Jaro FC;03/02/2022;139003;|Jaro FC
13706;Pardés H?anna Karkur FC;22/02/2024;7820;|Pardés H?anna Karkur FC
13707;Oxchuc FC;08/09/2024;25266;|Oxchuc FC
13708;Khutubi FC;04/06/2024;11090;|Khutubi FC
13709;São Gonçalo do Amarante FC;27/07/2025;8447;|São Gonçalo do Amarante FC
13710;Himi FC;10/02/2024;119255;|Himi FC
13711;Musina FC;01/07/2025;14332;|Musina FC
13712;Gravina in Puglia FC;12/03/2025;109432;|Gravina in Puglia FC
13713;Yatomi FC;14/07/2025;12706;|Yatomi FC
13714;Nandazhang FC;20/11/2025;129183;|Nandazhang FC
13715;Nabire FC;23/07/2022;94481;|Nabire FC
13716;Desert Hot Springs FC;10/09/2024;50609;|Desert Hot Springs FC
13717;Loreto FC;17/09/2022;7942;|Loreto FC
13718;B?niy?s FC;30/03/2024;4042;|B?niy?s FC
13719;Peachtree Corners FC;18/06/2025;36302;|Peachtree Corners FC
13720;Kalilangan FC;12/05/2023;805;|Kalilangan FC
13721;Villeta FC;24/06/2023;123330;|Villeta FC
13722;’Aïn Arnat FC;04/04/2022;137277;|’Aïn Arnat FC
13723;Haltom City FC;25/06/2024;44994;|Haltom City FC
13724;??n al ?ajar al Qibl?yah FC;21/09/2022;98838;|??n al ?ajar al Qibl?yah FC
13725;Chefchaouene FC;03/09/2025;119621;|Chefchaouene FC
13726;Laurel FC;28/08/2023;48776;|Laurel FC
13727;Toboso FC;16/10/2022;111499;|Toboso FC
13728;Mahb?b?b?d FC;20/01/2024;73754;|Mahb?b?b?d FC
13729;Santa Elena FC;29/04/2023;59728;|Santa Elena FC
13730;Madridejos FC;08/12/2023;24511;|Madridejos FC
13731;Istres FC;24/10/2024;86901;|Istres FC
13732;Southington FC;14/10/2025;11004;|Southington FC
13733;Sambava FC;08/04/2023;51042;|Sambava FC
13734;Moises Padilla FC;02/04/2024;57721;|Moises Padilla FC
13735;Ormond Beach FC;24/11/2025;1350;|Ormond Beach FC
13736;Chusovoy FC;14/01/2025;145327;|Chusovoy FC
13737;Zhangliangcun FC;13/01/2022;115570;|Zhangliangcun FC
13738;Macenta FC;19/12/2023;94303;|Macenta FC
13739;Tak?b FC;31/07/2022;139183;|Tak?b FC
13740;E? ?aiyiba FC;01/02/2025;145637;|E? ?aiyiba FC
13741;Erkelenz FC;22/11/2022;31087;|Erkelenz FC
13742;Salto de Pirapora FC;03/11/2025;83142;|Salto de Pirapora FC
13743;Basoko FC;08/01/2022;82812;|Basoko FC
13744;Taniyama-ch?? FC;10/07/2022;42369;|Taniyama-ch?? FC
13745;Roseller Lim FC;15/03/2025;19749;|Roseller Lim FC
13746;Cutler Bay FC;27/01/2024;12627;|Cutler Bay FC
13747;Waslala FC;31/03/2023;143621;|Waslala FC
13748;Ogimachi FC;19/10/2022;17459;|Ogimachi FC
13749;Shinshiro FC;14/12/2025;148242;|Shinshiro FC
13750;Adrian FC;14/10/2024;136626;|Adrian FC
13751;Xihuachi FC;12/07/2025;2536;|Xihuachi FC
13752;Otwock FC;19/04/2023;30280;|Otwock FC
13753;Goose Creek FC;28/06/2025;44837;|Goose Creek FC
13754;Guambog FC;29/03/2022;93864;|Guambog FC
13755;Moorhead FC;24/01/2024;8676;|Moorhead FC
13756;Westfield FC;08/05/2024;64451;|Westfield FC
13757;Santa Cruz FC;08/08/2022;42250;|Santa Cruz FC
13758;Ponte de Lima FC;15/05/2025;57465;|Ponte de Lima FC
13759;Venray FC;24/10/2022;128297;|Venray FC
13760;Angoulême FC;30/12/2022;40405;|Angoulême FC
13761;Birsk FC;22/08/2022;94537;|Birsk FC
13762;Noordwijk FC;25/02/2024;136631;|Noordwijk FC
13763;Denia FC;19/03/2023;42045;|Denia FC
13764;Quinte West FC;05/12/2024;93700;|Quinte West FC
13765;Wismar FC;09/07/2024;147234;|Wismar FC
13766;Presidente Epitácio FC;25/02/2022;131735;|Presidente Epitácio FC
13767;Lota FC;19/11/2025;77940;|Lota FC
13768;Pontes e Lacerda FC;21/07/2024;129143;|Pontes e Lacerda FC
13769;Nijkerk FC;27/11/2025;26057;|Nijkerk FC
13770;Bahía Honda FC;12/04/2024;127993;|Bahía Honda FC
13771;Zhangcun FC;07/09/2025;80179;|Zhangcun FC
13772;Hokuto FC;03/05/2022;24236;|Hokuto FC
13773;Abucay FC;05/09/2022;88253;|Abucay FC
13774;Manchester FC;07/05/2023;1424;|Manchester FC
13775;Wangyuanqiao FC;05/04/2023;22852;|Wangyuanqiao FC
13776;Dilbeek FC;30/01/2024;145457;|Dilbeek FC
13777;Berub?ri FC;29/04/2023;24238;|Berub?ri FC
13778;De Bilt FC;25/07/2025;24569;|De Bilt FC
13779;Pedro Celestino Negrete FC;18/07/2022;142054;|Pedro Celestino Negrete FC
13780;Makinohara FC;03/10/2025;118327;|Makinohara FC
13781;Zharkent FC;29/04/2024;44721;|Zharkent FC
13782;South Upi FC;26/08/2023;110190;|South Upi FC
13783;Saw?kin FC;12/09/2023;17830;|Saw?kin FC
13784;Alenquer FC;15/02/2024;84846;|Alenquer FC
13785;Estância Velha FC;05/06/2024;127536;|Estância Velha FC
13786;Shimabara FC;07/12/2022;61832;|Shimabara FC
13787;Hueyapan de Ocampo FC;24/10/2023;101222;|Hueyapan de Ocampo FC
13788;Henrietta FC;07/06/2025;4649;|Henrietta FC
13789;Esperanza FC;10/10/2022;10406;|Esperanza FC
13790;King’s Lynn FC;31/01/2024;143116;|King’s Lynn FC
13791;Germering FC;10/08/2025;122910;|Germering FC
13792;Lørenskog FC;07/07/2024;972;|Lørenskog FC
13793;Akbarpur FC;15/03/2023;31319;|Akbarpur FC
13794;Rantepao FC;07/11/2024;72979;|Rantepao FC
13795;San Clemente FC;29/04/2023;91196;|San Clemente FC
13796;Civitanova Marche FC;23/08/2024;85108;|Civitanova Marche FC
13797;K?ta FC;28/10/2023;136270;|K?ta FC
13798;Andes FC;31/10/2022;81445;|Andes FC
13799;Lábrea FC;23/03/2023;76042;|Lábrea FC
13800;Shuilou FC;26/07/2025;46306;|Shuilou FC
13801;Brea FC;20/09/2024;144640;|Brea FC
13802;Nova Viçosa FC;26/10/2024;135531;|Nova Viçosa FC
13803;Klamath Falls FC;08/05/2023;122858;|Klamath Falls FC
13804;Al Wajh FC;23/01/2024;41006;|Al Wajh FC
13805;Aguazul FC;27/07/2024;66933;|Aguazul FC
13806;Nadi FC;27/10/2022;87026;|Nadi FC
13807;Ambatondrazaka FC;01/02/2025;16008;|Ambatondrazaka FC
13808;Quirinópolis FC;12/12/2022;119127;|Quirinópolis FC
13809;Siegburg FC;02/03/2025;35609;|Siegburg FC
13810;San Lorenzo FC;08/06/2023;125590;|San Lorenzo FC
13811;Kalaiy? FC;30/07/2023;18094;|Kalaiy? FC
13812;Véroia FC;10/06/2024;18685;|Véroia FC
13813;Ciechanów FC;08/05/2025;149866;|Ciechanów FC
13814;Billerica FC;15/05/2023;75136;|Billerica FC
13815;Kobayashi FC;15/09/2025;34522;|Kobayashi FC
13816;P?erov FC;15/11/2025;45373;|P?erov FC
13817;Nansan FC;19/02/2023;87553;|Nansan FC
13818;Tiel FC;16/03/2024;111405;|Tiel FC
13819;Villaba FC;24/09/2024;72150;|Villaba FC
13820;Ban Pet FC;06/03/2024;139070;|Ban Pet FC
13821;Sena Madureira FC;13/10/2025;139719;|Sena Madureira FC
13822;Cumaribo FC;04/08/2022;3130;|Cumaribo FC
13823;Singhanakhon FC;11/08/2024;6911;|Singhanakhon FC
13824;São Lourenço do Sul FC;18/04/2022;73738;|São Lourenço do Sul FC
13825;Santo Tomas FC;03/05/2023;127636;|Santo Tomas FC
13826;Miura FC;29/06/2023;131664;|Miura FC
13827;Lubao FC;01/03/2024;40199;|Lubao FC
13828;Jesús María FC;08/05/2022;133597;|Jesús María FC
13829;São Gabriel da Cachoeira FC;02/08/2024;37441;|São Gabriel da Cachoeira FC
13830;Lancaster FC;19/04/2025;12868;|Lancaster FC
13831;Nueva Valencia FC;02/04/2022;7751;|Nueva Valencia FC
13832;Biha? FC;08/07/2023;104900;|Biha? FC
13833;Channelview FC;27/05/2024;139124;|Channelview FC
13834;Yendi FC;18/01/2022;78676;|Yendi FC
13835;Entre Rios FC;26/06/2025;137286;|Entre Rios FC
13836;Panitan FC;22/11/2024;141799;|Panitan FC
13837;Amadeo FC;12/06/2023;72383;|Amadeo FC
13838;Poptún FC;21/05/2024;70793;|Poptún FC
13839;Gualeguay FC;08/04/2023;93099;|Gualeguay FC
13840;Jatibonico FC;30/06/2023;66850;|Jatibonico FC
13841;Albano Laziale FC;26/12/2025;78583;|Albano Laziale FC
13842;Nettetal FC;06/01/2023;43820;|Nettetal FC
13843;Miranda FC;10/08/2025;82487;|Miranda FC
13844;Osinniki FC;22/03/2022;144164;|Osinniki FC
13845;Cuchi FC;28/03/2022;102374;|Cuchi FC
13846;Bourg-en-Bresse FC;08/12/2023;69734;|Bourg-en-Bresse FC
13847;Heist-op-den-Berg FC;15/01/2023;31712;|Heist-op-den-Berg FC
13848;Sieradz FC;20/12/2022;49652;|Sieradz FC
13849;Sidi Mohamed Lahmar FC;29/06/2023;14539;|Sidi Mohamed Lahmar FC
13850;Gifhorn FC;11/10/2023;146059;|Gifhorn FC
13851;Centralia FC;05/10/2025;2643;|Centralia FC
13852;Loufan FC;07/02/2024;9958;|Loufan FC
13853;Gallatin FC;26/06/2025;75487;|Gallatin FC
13854;Palmas FC;20/01/2025;142871;|Palmas FC
13855;Samborondón FC;28/03/2022;144259;|Samborondón FC
13856;Zvolen FC;16/11/2024;134537;|Zvolen FC
13857;Shenjiatun FC;27/10/2023;73011;|Shenjiatun FC
13858;Dreieich FC;26/01/2025;14403;|Dreieich FC
13859;Stevens Point FC;02/02/2023;44024;|Stevens Point FC
13860;Lucena FC;30/04/2023;83561;|Lucena FC
13861;Nurmijärvi FC;25/02/2022;139801;|Nurmijärvi FC
13862;Orlândia FC;15/12/2025;76491;|Orlândia FC
13863;K?rsiy?ng FC;26/02/2023;60829;|K?rsiy?ng FC
13864;Borken FC;02/12/2024;45647;|Borken FC
13865;Burke FC;05/11/2024;99836;|Burke FC
13866;Vawkavysk FC;08/01/2023;65609;|Vawkavysk FC
13867;Proper Bansud FC;30/07/2024;57029;|Proper Bansud FC
13868;Vera Cruz FC;16/02/2023;85491;|Vera Cruz FC
13869;Brentwood FC;10/05/2023;78682;|Brentwood FC
13870;Obita FC;23/06/2025;7239;|Obita FC
13871;Eisenach FC;20/11/2024;89410;|Eisenach FC
13872;Santa Quitéria FC;30/03/2025;128199;|Santa Quitéria FC
13873;North Fort Myers FC;18/07/2025;77822;|North Fort Myers FC
13874;Santo Antônio da Platina FC;17/05/2022;10173;|Santo Antônio da Platina FC
13875;Amberg FC;11/12/2025;71909;|Amberg FC
13876;Tucuran FC;14/10/2024;34809;|Tucuran FC
13877;Fianga FC;27/10/2023;33742;|Fianga FC
13878;Egg Harbor FC;05/05/2025;141440;|Egg Harbor FC
13879;Mombaça FC;27/03/2024;103075;|Mombaça FC
13880;Currais Novos FC;19/02/2024;34039;|Currais Novos FC
13881;Sansanné-Mango FC;16/08/2024;135541;|Sansanné-Mango FC
13882;Hwange FC;04/06/2024;74627;|Hwange FC
13883;União FC;04/02/2022;117286;|União FC
13884;Avezzano FC;14/01/2025;95358;|Avezzano FC
13885;Yaguate FC;20/12/2025;12341;|Yaguate FC
13886;Mariel FC;09/07/2022;36399;|Mariel FC
13887;Llanera FC;30/07/2023;12246;|Llanera FC
13888;Kotabumi FC;30/08/2024;10221;|Kotabumi FC
13889;Laatzen FC;23/08/2023;106988;|Laatzen FC
13890;Dusheng FC;10/07/2024;26398;|Dusheng FC
13891;Edmonds FC;25/04/2022;2815;|Edmonds FC
13892;Imperia FC;08/05/2024;57436;|Imperia FC
13893;Charlottetown FC;22/11/2025;11867;|Charlottetown FC
13894;Balabac FC;01/06/2023;44617;|Balabac FC
13895;Miko?ów FC;30/03/2022;85149;|Miko?ów FC
13896;Apache Junction FC;20/09/2023;121999;|Apache Junction FC
13897;Kasai FC;20/06/2025;9836;|Kasai FC
13898;Alès FC;29/05/2025;73236;|Alès FC
13899;Fairfield FC;01/12/2023;36910;|Fairfield FC
13900;Villa Bisonó FC;29/10/2023;45569;|Villa Bisonó FC
13901;Akaiwa FC;20/12/2025;15968;|Akaiwa FC
13902;Oakley FC;20/07/2022;98011;|Oakley FC
13903;El Charco FC;28/05/2022;103302;|El Charco FC
13904;Liloy FC;11/01/2023;33084;|Liloy FC
13905;Tineghir FC;19/01/2023;2077;|Tineghir FC
13906;Hutchinson FC;09/03/2024;96509;|Hutchinson FC
13907;Araioses FC;02/03/2022;56546;|Araioses FC
13908;Shebekino FC;09/12/2025;87423;|Shebekino FC
13909;Mascouche FC;20/06/2024;102185;|Mascouche FC
13910;Cuihua FC;04/07/2025;57388;|Cuihua FC
13911;Santa Rita FC;05/10/2023;105048;|Santa Rita FC
13912;Futtsu FC;09/08/2022;15306;|Futtsu FC
13913;Carranglan FC;21/05/2025;116739;|Carranglan FC
13914;Santa Cruz FC;18/06/2024;19206;|Santa Cruz FC
13915;Alerce FC;04/12/2023;47236;|Alerce FC
13916;West Vancouver FC;27/11/2024;128939;|West Vancouver FC
13917;Capão da Canoa FC;22/06/2022;125992;|Capão da Canoa FC
13918;Polanco FC;07/05/2023;135862;|Polanco FC
13919;Quezon FC;27/05/2025;49560;|Quezon FC
13920;Shepetivka FC;11/06/2023;140115;|Shepetivka FC
13921;Sh? FC;22/02/2023;65543;|Sh? FC
13922;President Quirino FC;01/10/2022;93217;|President Quirino FC
13923;Tomé FC;27/05/2024;38221;|Tomé FC
13924;Greenwood FC;13/08/2023;143157;|Greenwood FC
13925;Cortlandt FC;19/02/2023;98922;|Cortlandt FC
13926;Tactic FC;26/04/2022;35343;|Tactic FC
13927;La Orotava FC;15/03/2023;64145;|La Orotava FC
13928;Yangcunzai FC;28/11/2024;14844;|Yangcunzai FC
13929;R?jg?r FC;11/02/2025;37635;|R?jg?r FC
13930;Salaberry-de-Valleyfield FC;23/08/2025;15618;|Salaberry-de-Valleyfield FC
13931;Balykchy FC;19/06/2024;147983;|Balykchy FC
13932;Heinsberg FC;22/11/2022;29663;|Heinsberg FC
13933;Uden FC;04/10/2024;43846;|Uden FC
13934;São Lourenço FC;30/01/2024;73492;|São Lourenço FC
13935;Liantang FC;25/03/2022;116027;|Liantang FC
13936;Itápolis FC;25/02/2024;17571;|Itápolis FC
13937;Wancheng FC;01/12/2025;113075;|Wancheng FC
13938;Richmond FC;05/01/2024;40612;|Richmond FC
13939;Alhaurín de la Torre FC;23/02/2025;106902;|Alhaurín de la Torre FC
13940;Claveria FC;21/07/2022;67969;|Claveria FC
13941;Machang FC;15/05/2022;106494;|Machang FC
13942;Niquelândia FC;19/03/2023;49211;|Niquelândia FC
13943;Porangatu FC;05/11/2023;95386;|Porangatu FC
13944;Linden FC;06/05/2022;18544;|Linden FC
13945;Puyallup FC;26/01/2023;65611;|Puyallup FC
13946;Nalh?ti FC;26/06/2023;72576;|Nalh?ti FC
13947;Aritao FC;16/08/2024;72467;|Aritao FC
13948;Ban Wat Lak Hok FC;04/12/2022;16890;|Ban Wat Lak Hok FC
13949;Nakano FC;17/09/2022;98483;|Nakano FC
13950;Q?zyan FC;30/06/2024;134951;|Q?zyan FC
13951;Rouyn-Noranda FC;30/05/2023;148579;|Rouyn-Noranda FC
13952;San Donà di Piave FC;07/09/2025;126665;|San Donà di Piave FC
13953;Köniz FC;15/03/2023;127712;|Köniz FC
13954;Homburg FC;25/04/2025;31694;|Homburg FC
13955;Maniwa FC;06/07/2023;19562;|Maniwa FC
13956;Beitbridge FC;25/01/2024;25843;|Beitbridge FC
13957;Remanso FC;27/09/2023;90300;|Remanso FC
13958;Ansbach FC;23/06/2025;108432;|Ansbach FC
13959;Matnog FC;27/08/2022;118692;|Matnog FC
13960;Huntsville FC;12/11/2022;43182;|Huntsville FC
13961;Bacong FC;18/06/2023;9150;|Bacong FC
13962;Dacun FC;26/12/2023;96146;|Dacun FC
13963;Macerata FC;18/03/2024;94123;|Macerata FC
13964;Gay FC;12/07/2024;111875;|Gay FC
13965;Castres FC;02/07/2024;34599;|Castres FC
13966;Urbana FC;22/05/2023;112684;|Urbana FC
13967;Qapshaghay FC;22/05/2023;22009;|Qapshaghay FC
13968;Aurich FC;26/05/2025;50897;|Aurich FC
13969;Nordhausen FC;21/09/2022;144798;|Nordhausen FC
13970;Sbiba FC;15/07/2024;16010;|Sbiba FC
13971;Beverly FC;24/06/2023;84917;|Beverly FC
13972;Safonovo FC;12/04/2025;32112;|Safonovo FC
13973;Clovis FC;02/04/2022;27261;|Clovis FC
13974;Minamishimabara FC;28/01/2025;147366;|Minamishimabara FC
13975;Monterotondo FC;10/12/2024;60362;|Monterotondo FC
13976;Greenock FC;30/11/2024;104498;|Greenock FC
13977;Sidrolândia FC;02/06/2025;122301;|Sidrolândia FC
13978;Montenegro FC;27/09/2025;84800;|Montenegro FC
13979;Mem?ri FC;03/06/2022;125672;|Mem?ri FC
13980;Amontada FC;13/05/2025;22914;|Amontada FC
13981;Cáceres FC;29/04/2023;87587;|Cáceres FC
13982;Puerto Galera FC;29/04/2024;137478;|Puerto Galera FC
13983;Lingquan FC;21/11/2024;59810;|Lingquan FC
13984;Monchegorsk FC;01/09/2024;64264;|Monchegorsk FC
13985;Soran FC;29/08/2024;49982;|Soran FC
13986;Anda FC;29/05/2024;138925;|Anda FC
13987;Coburg FC;15/11/2022;32737;|Coburg FC
13988;Statesboro FC;03/07/2023;43801;|Statesboro FC
13989;Litian Gezhuang FC;11/05/2022;115892;|Litian Gezhuang FC
13990;Poti FC;20/04/2023;121253;|Poti FC
13991;Hobbs FC;06/10/2025;91155;|Hobbs FC
13992;Sar?b FC;20/01/2022;92749;|Sar?b FC
13993;Su-ngai Kolok FC;30/03/2022;134687;|Su-ngai Kolok FC
13994;Barcellona-Pozzo di Gotto FC;05/10/2023;93535;|Barcellona-Pozzo di Gotto FC
13995;Qiryat Mo?qin FC;27/08/2024;18216;|Qiryat Mo?qin FC
13996;Coyuca de Catalán FC;07/04/2024;78944;|Coyuca de Catalán FC
13997;Korenovsk FC;20/06/2024;60993;|Korenovsk FC
13998;McMinnville FC;03/12/2025;61651;|McMinnville FC
13999;Lokeren FC;13/02/2023;96170;|Lokeren FC
14000;Schertz FC;13/03/2024;147145;|Schertz FC
14001;Xinleitou FC;27/01/2023;5618;|Xinleitou FC
14002;Kibawe FC;04/02/2023;23486;|Kibawe FC
14003;Tequila FC;25/06/2025;99729;|Tequila FC
14004;Moatize FC;15/11/2024;117296;|Moatize FC
14005;Merano FC;15/11/2024;4643;|Merano FC
14006;Santa Rosa del Sur FC;16/09/2024;85640;|Santa Rosa del Sur FC
14007;Vasto FC;14/04/2023;113411;|Vasto FC
14008;Shimotsuma FC;08/03/2022;26054;|Shimotsuma FC
14009;Yinggen FC;09/06/2025;97521;|Yinggen FC
14010;Kolchugino FC;04/10/2025;35116;|Kolchugino FC
14011;Beigang FC;30/10/2025;71381;|Beigang FC
14012;Rajaori FC;23/02/2025;91753;|Rajaori FC
14013;T?dif FC;28/05/2022;4737;|T?dif FC
14014;Puerto Real FC;15/12/2023;33436;|Puerto Real FC
14015;Nürtingen FC;10/02/2023;102208;|Nürtingen FC
14016;Spassk-Dal’niy FC;16/02/2022;44909;|Spassk-Dal’niy FC
14017;Vargem Grande do Sul FC;14/12/2022;18349;|Vargem Grande do Sul FC
14018;Tulun FC;20/11/2022;51563;|Tulun FC
14019;San FC;15/10/2024;65883;|San FC
14020;Medianeira FC;19/12/2024;72151;|Medianeira FC
14021;Uspantán FC;10/12/2023;54806;|Uspantán FC
14022;Puerto del Rosario FC;16/12/2024;143160;|Puerto del Rosario FC
14023;Wunstorf FC;11/10/2025;27851;|Wunstorf FC
14024;Pedra Branca FC;29/09/2025;63636;|Pedra Branca FC
14025;Naga FC;02/02/2025;115145;|Naga FC
14026;Kasibu FC;11/04/2025;61067;|Kasibu FC
14027;Daram FC;24/11/2023;17648;|Daram FC
14028;Seevetal FC;09/06/2023;67172;|Seevetal FC
14029;Bayt al Faq?h FC;24/05/2023;58325;|Bayt al Faq?h FC
14030;Jaraguá FC;16/10/2022;64470;|Jaraguá FC
14031;Nanbaishezhen FC;28/05/2025;62134;|Nanbaishezhen FC
14032;Sassuolo FC;17/06/2024;58005;|Sassuolo FC
14033;San Miguel FC;26/08/2024;1240;|San Miguel FC
14034;Jardinópolis FC;01/09/2023;34239;|Jardinópolis FC
14035;Tramandaí FC;14/05/2025;148263;|Tramandaí FC
14036;Oviedo FC;05/09/2023;2103;|Oviedo FC
14037;Socorro FC;14/12/2025;5777;|Socorro FC
14038;Ihn?sy? al Mad?nah FC;31/08/2024;136602;|Ihn?sy? al Mad?nah FC
14039;Odenton FC;10/07/2023;57981;|Odenton FC
14040;Kwidzyn FC;09/12/2023;144908;|Kwidzyn FC
14041;Tabogon FC;19/10/2022;13803;|Tabogon FC
14042;Chojnice FC;08/09/2025;123036;|Chojnice FC
14043;Satka FC;17/11/2022;100184;|Satka FC
14044;Santa Cruz FC;18/07/2025;90058;|Santa Cruz FC
14045;Grove City FC;24/01/2023;83939;|Grove City FC
14046;Santa Maria da Vitória FC;17/02/2025;104048;|Santa Maria da Vitória FC
14047;Berkeley FC;11/04/2023;16436;|Berkeley FC
14048;Tagudin FC;26/08/2024;87218;|Tagudin FC
14049;Amuntai FC;08/11/2025;45392;|Amuntai FC
14050;Schwabach FC;16/09/2025;36173;|Schwabach FC
14051;Nanbei FC;23/03/2022;11311;|Nanbei FC
14052;Mozdok FC;20/02/2025;9614;|Mozdok FC
14053;Timmins FC;19/11/2025;68712;|Timmins FC
14054;Königswinter FC;02/04/2024;19757;|Königswinter FC
14055;Wentzville FC;09/03/2022;41659;|Wentzville FC
14056;Malilipot FC;23/03/2022;71502;|Malilipot FC
14057;P?leru FC;03/05/2025;37864;|P?leru FC
14058;North Brunswick FC;05/04/2022;139088;|North Brunswick FC
14059;Myski FC;12/08/2022;37187;|Myski FC
14060;Santa Cruz de Los Taques FC;24/05/2024;120499;|Santa Cruz de Los Taques FC
14061;Gonzaga FC;11/02/2022;2817;|Gonzaga FC
14062;La Quinta FC;27/02/2024;50674;|La Quinta FC
14063;Strezhevoy FC;11/02/2025;29649;|Strezhevoy FC
14064;Pueblo Nuevo FC;19/08/2022;120503;|Pueblo Nuevo FC
14065;Podilsk FC;18/10/2023;140139;|Podilsk FC
14066;Panchimalco FC;16/12/2025;7917;|Panchimalco FC
14067;Sarandë FC;29/09/2023;148821;|Sarandë FC
14068;Ust’-Kut FC;10/03/2024;73553;|Ust’-Kut FC
14069;?winouj?cie FC;29/03/2022;89853;|?winouj?cie FC
14070;Nanmeng FC;01/08/2025;72378;|Nanmeng FC
14071;Yangtangxu FC;28/03/2025;4762;|Yangtangxu FC
14072;Eberswalde FC;12/05/2024;73941;|Eberswalde FC
14073;Tuchín FC;10/12/2023;102830;|Tuchín FC
14074;Herstal FC;13/03/2025;55784;|Herstal FC
14075;Copán FC;07/09/2022;16791;|Copán FC
14076;Yuzawa FC;04/12/2024;117195;|Yuzawa FC
14077;Saint-Germain-en-Laye FC;15/12/2025;26106;|Saint-Germain-en-Laye FC
14078;Cantù FC;18/05/2023;18140;|Cantù FC
14079;Peddapalli FC;15/09/2024;105184;|Peddapalli FC
14080;Paranaíba FC;01/06/2022;63663;|Paranaíba FC
14081;Weslaco FC;30/05/2025;111827;|Weslaco FC
14082;Sorel-Tracy FC;28/08/2023;98444;|Sorel-Tracy FC
14083;Naini Tal FC;27/10/2023;75664;|Naini Tal FC
14084;Masaki FC;19/03/2023;119077;|Masaki FC
